word1,word2,sim
министерствах,культурах,0.282051
губернаторами,офисами,0.212121
мирам,планам,0.083333
мужчинам,губернаторам,0.133333
попыткам,мирам,0.000000
ребенку,матери,0.814815
смертей,ссор,0.115942
жизнями,сроками,0.274510
запасами,жизнями,0.074074
целями,жизнями,0.266667
арафата,джексона,0.000000
марафона,спринта,0.809524
арафата,терроризма,0.428571
арафата,мира,0.076923
денег,депозитов,0.518519
марсу,ученому,0.358974
прецедентов,сборов,0.000000
прецедентов,прав,0.533333
прецедентов,предшественников,0.272727
прецедентов,познаний,0.466667
прецедентов,групп,0.000000
прецедентов,примеров,0.491228
брату,монаху,0.490196
полудня,веревки,0.000000
кредиту,карте,0.285714
кредиту,информации,0.242424
ориентир,индекс,0.041667
законами,юристами,0.523810
юристами,доказательствами,0.500000
практиках,учреждениях,0.000000
территориям,поверхностям,0.266667
перечислением,близостью,0.047619
деньгами,богатствами,0.851852
жизни,уроке,0.256410
вод,утечек,0.380952
петушок,путешествие,0.000000
еда,петушок,0.270833
журавль,петушок,0.571429
мальчик,петушок,0.125000
петух,петушок,0.952381
дивидендов,выплат,0.555556
дивидендов,расчетов,0.238095
воду,утечку,0.380952
печами,плитами,0.537037
печами,приспособлениями,0.266667
фруктами,печами,0.083333
компьютерам,программам,0.583333
оборудованию,производителю,0.179487
едой,приготовлением,0.488889
марсом,водою,0.090909
жидкостью,водою,0.904762
опек,нефть,0.404762
опек,страна,0.370370
территории,километры,0.518519
предубеждение,признание,0.047619
смерти,ссоре,0.115942
деньгам,операциям,0.250000
деньгам,банкам,0.625000
банкам,деньгам,0.636364
епископы,раввины,0.523810
дивиденды,расчеты,0.238095
выставка,реликвия,0.333333
дивиденды,выплаты,0.555556
поездкой,путешествием,0.857143
автомобилем,путешествием,0.333333
ориентиры,индексы,0.041667
доллары,прибыли,0.333333
студенту,профессору,0.619048
доллары,потери,0.166667
шансом,доверием,0.238095
семьей,планированием,0.277778
психологией,тревогой,0.333333
фондах,телефонах,0.060606
стеклу,металлу,0.500000
инвалидность,смерть,0.458333
практиками,учреждениями,0.000000
марсом,ученым,0.358974
марсом,водой,0.090909
тигр,кошачьи,0.666667
психологии,сознанию,0.583333
улицы,проспекты,0.791667
стекла,стакана,0.518519
регистрацией,расположением,0.166667
мужчинами,губернаторами,0.133333
правительства,кризисы,0.208333
стекол,металлов,0.500000
энергии,кризисы,0.083333
приборами,приспособлениями,0.622222
инструментами,приспособлениями,0.615385
приспособлениями,инструментами,0.708333
чашку,еду,0.375000
производствах,походах,0.000000
психологии,познании,0.291667
автографы,подписи,0.916667
автографы,берега,0.000000
инвесторами,заработками,0.363636
сми,выгода,0.000000
отчет,выгода,0.166667
наркотик,злоупотребление,0.533333
министерствами,культурами,0.282051
ситуаций,заключений,0.212121
доска,рекомендация,0.000000
кровати,шкафа,0.541667
шкафа,одежды,0.583333
среду,экологию,0.444444
убийство,кровопролитие,0.791667
арафат,джексон,0.000000
арафат,мир,0.076923
арафат,терроризм,0.428571
шкафы,одежды,0.583333
телефоне,оборудовании,0.416667
телефоне,сообщении,0.518519
фонде,телефоне,0.060606
короля,капусту,0.088889
психология,психиатрия,0.555556
ориентиров,индексов,0.041667
территориями,километрами,0.518519
потребителю,энергии,0.333333
доброволец,девиз,0.090909
профессоров,огурцов,0.047619
ягуар,автомобиль,0.515152
ягуар,кошка,0.708333
фонд,ягуар,0.087719
тигр,ягуар,0.708333
деньгах,долларах,0.636364
долларах,потерях,0.166667
развертывание,вывод,0.041667
развертывание,отход,0.041667
ливень,гроза,0.600000
ливень,наводнение,0.583333
водка,джин,0.714286
водка,бренди,0.625000
потребитель,доверие,0.250000
потребитель,энергия,0.333333
потребителем,энергией,0.333333
потребителем,доверием,0.250000
марсу,воде,0.090909
наркотика,злоупотребления,0.533333
веком,нацией,0.088889
самолетом,машиной,0.380952
парни,волшебники,0.100000
автомобили,волшебники,0.000000
школам,центрам,0.166667
докторе,ответственности,0.291667
психологии,докторе,0.291667
новостью,сообщением,0.666667
конкуренцией,ценой,0.333333
парню,брату,0.333333
парню,мастеру,0.190476
брату,парню,0.375000
отчетов,выгод,0.166667
доллару,потере,0.166667
телефоном,сообщением,0.518519
фондом,телефоном,0.060606
телефоном,оборудованием,0.416667
доктору,персоналу,0.555556
роскошью,автомобилем,0.208333
короля,ладьи,0.555556
новостями,сообщениями,0.666667
психологией,страхом,0.375000
психологией,дисциплиной,0.625000
психологией,здоровьем,0.363636
психологией,депрессией,0.458333
психологией,сознанием,0.583333
психологией,доктором,0.291667
психологией,наукой,0.625000
погоде,прогнозу,0.487179
кредитам,картам,0.285714
напитком,ртом,0.166667
напитком,машиной,0.000000
напитком,пищей,0.619048
напитком,матерью,0.000000
передвижении,деятельности,0.266667
хлебов,масел,0.458333
монах,оракул,0.307692
маг,оракул,0.424242
монах,оракул,0.142857
оракул,мудрец,0.458333
смертью,заключенным,0.041667
компьютером,интернетом,0.555556
чашки,еды,0.375000
чашки,предмета,0.428571
чашки,напитка,0.458333
чашки,жидкости,0.333333
чашки,посуды,0.761905
чашки,вещества,0.095238
чашки,объекта,0.250000
чашки,вещи,0.333333
жизни,урока,0.256410
перечисление,близость,0.047619
прибылью,предупреждением,0.041667
объявлением,предупреждением,0.625000
перечисление,категория,0.333333
книгам,бумагам,0.555556
жизни,сроках,0.274510
поездкой,машиной,0.541667
машиной,поездкой,0.509804
аккорд,улыбка,0.087719
объявлением,усилием,0.047619
расследованием,усилием,0.205128
смерть,заключенный,0.041667
задержка,расизм,0.041667
книгой,бумагой,0.555556
психологии,познанию,0.291667
миров,атмосфер,0.166667
алкоголем,химией,0.333333
физикой,химией,0.487179
лес,лесопарк,0.666667
кладбище,лесопарк,0.104167
берег,лесопарк,0.166667
птицу,петуха,0.714286
еду,петуха,0.083333
птица,лесопарк,0.333333
холм,лесопарк,0.208333
деньги,наличные,0.750000
шкафу,одежде,0.583333
книгах,бумагах,0.555556
японца,американца,0.377778
шнур,улыбка,0.000000
компьютере,клавиатуре,0.583333
доску,рекомендацию,0.000000
жизни,уроках,0.256410
войнам,войскам,0.666667
мыло,опера,0.185185
тигра,фауну,0.619048
дню,полудню,0.600000
компаниями,фондами,0.625000
фондами,яйцами,0.000000
король,ладья,0.555556
концерт,виртуоз,0.428571
физики,протона,0.479167
профессоров,огурцы,0.047619
роскошь,автомобиль,0.208333
словом,сходством,0.111111
футболе,баскетболе,0.375000
прецедент,сбор,0.000000
прецедент,пример,0.491228
меньшинством,миром,0.090909
прецедент,информация,0.186275
прецедент,группа,0.000000
прецедент,право,0.533333
прецедент,познание,0.466667
прецедент,предшественник,0.272727
допуск,билет,0.416667
мудрец,волшебник,0.388889
мальчик,мудрец,0.041667
марадона,футбол,0.604167
проблемой,вызовом,0.375000
досками,рекомендациями,0.000000
стране,гражданину,0.619048
бое,поражении,0.375000
ответственности,страховании,0.300000
миру,страховании,0.095238
мире,страховании,0.095238
линии,страховании,0.000000
инвестора,заработка,0.363636
доллар,бакс,0.952381
причине,критерию,0.125000
доллар,йена,0.666667
президентами,медалями,0.102564
психологии,тревоге,0.333333
отчета,выгоды,0.166667
проблеме,вызову,0.375000
проблемах,аэропортах,0.000000
самолетами,машинами,0.380952
днем,рассветом,0.444444
компьютер,клавиатура,0.583333
короля,капусты,0.088889
тигр,млекопитающее,0.625000
смерти,заключенного,0.041667
больнице,инфраструктуре,0.380952
деревьям,лесам,0.714286
сахаром,подходом,0.000000
приютов,монахов,0.200000
приютов,фруктов,0.000000
планетой,луной,0.523810
поголовья,скота,0.541667
машине,полете,0.000000
инвестор,заработок,0.363636
вода,утечка,0.380952
бедствие,площадь,0.047619
энергий,кризисов,0.083333
правительств,кризисов,0.208333
объявлением,производством,0.047619
телевидением,фильмом,0.555556
играм,победам,0.541667
попытках,мирах,0.000000
мирах,планах,0.083333
убийства,кровопролития,0.791667
смерти,заключенные,0.041667
направлений,сочетаний,0.125000
компьютеру,интернету,0.555556
компьютеру,программе,0.583333
нефтью,фондом,0.160494
король,капуста,0.088889
автограф,подпись,0.916667
автограф,берег,0.000000
валютой,рынком,0.333333
шанса,доверия,0.238095
линии,страхованию,0.000000
ответственности,страхованию,0.300000
миру,страхованию,0.095238
машине,автомобилю,0.952381
автомобилю,машине,0.958333
роскоши,автомобилю,0.208333
берегам,лесам,0.259259
возможностям,девушкам,0.105263
студентами,профессорами,0.619048
меньшинстве,миру,0.090909
меньшинстве,мире,0.090909
прибыль,убыток,0.511111
машины,полеты,0.000000
потребители,энергии,0.333333
причины,критерия,0.125000
телефону,оборудованию,0.416667
бейсбол,сезон,0.166667
японец,американец,0.377778
миля,километр,0.791667
расчеты,вычисления,0.916667
денег,наличных,0.750000
птица,петух,0.714286
компьютерами,программами,0.583333
еда,петух,0.083333
изображениях,поверхностях,0.238095
территориях,поверхностях,0.266667
японцам,американцам,0.377778
энергии,секретари,0.041667
любови,секса,0.571429
правительстве,кризисе,0.208333
энергии,кризисе,0.083333
журавль,приспособление,0.250000
птица,журавль,0.750000
ситуация,изоляция,0.047619
любовник,ссора,0.333333
психология,тревога,0.333333
жизни,сроку,0.274510
погоды,прогноза,0.487179
коже,глазу,0.250000
деньгами,наличными,0.750000
рождаемость,яйцо,0.222222
производстве,экипаже,0.047619
месяцы,отели,0.041667
кровать,шкаф,0.541667
шкаф,одежда,0.583333
проблем,вызовов,0.375000
фонду,рынку,0.333333
доктор,медсестра,0.619048
энергии,кризису,0.083333
правительству,кризису,0.208333
наблюдению,архитектуре,0.088889
расположением,размещением,0.916667
доктором,медсестрой,0.619048
мыла,оперы,0.185185
стеклом,металлом,0.500000
лето,засуха,0.333333
омара,еды,0.708333
омара,вина,0.185185
стекло,стакан,0.518519
сетью,аппаратурой,0.533333
мес,отелей,0.041667
объявлений,усилий,0.047619
объявлений,производств,0.047619
мага,волшебника,0.958333
парня,волшебника,0.100000
автомобиля,волшебника,0.000000
семье,планированию,0.277778
наркотиков,злоупотреблений,0.533333
министрами,партиями,0.466667
самолете,машине,0.380952
инвесторы,заработки,0.363636
поездах,машинах,0.416667
отчеты,выгоды,0.166667
расчет,вычисление,0.916667
стекла,мага,0.000000
расчетов,вычислений,0.916667
смерть,ссора,0.115942
улицах,кварталах,0.666667
мужчине,женщине,0.571429
валюте,рынке,0.333333
природе,мужчине,0.141026
мужчине,губернатору,0.133333
тигр,хищник,0.625000
энергий,секретарей,0.041667
энергии,секретарей,0.041667
задержки,расизма,0.041667
еда,приготовление,0.488889
проблемы,вызовы,0.375000
губернаторов,офисов,0.212121
игре,поражению,0.472222
бою,поражению,0.375000
футболе,теннисе,0.583333
денег,богатств,0.851852
играми,сериями,0.222222
психология,фрейд,0.583333
марафон,спринт,0.809524
инвалидности,смерти,0.458333
печи,плите,0.537037
кургане,плите,0.185185
приборов,приспособлений,0.622222
инструментов,приспособлений,0.615385
печей,приспособлений,0.266667
приспособлений,инструментов,0.708333
планетой,звездой,0.619048
планетой,солнцем,0.518519
началу,матчу,0.242424
деньгах,банках,0.625000
деньгах,операциях,0.250000
банках,деньгах,0.636364
деньгами,банками,0.625000
банками,деньгами,0.636364
психологии,страхе,0.375000
алюминий,металл,0.761905
психология,познание,0.291667
психологию,тревогу,0.333333
законы,юристы,0.523810
юристы,доказательства,0.500000
машин,полетов,0.000000
воды,утечки,0.380952
теннис,ракетка,0.700000
миром,атмосферой,0.166667
напитков,ушей,0.041667
запасом,жизнью,0.074074
возможностями,девушками,0.105263
школами,центрами,0.166667
фонду,телефону,0.060606
компании,фонду,0.625000
расследование,усилие,0.205128
объявление,усилие,0.047619
мужчины,губернаторы,0.133333
губернаторы,офисы,0.212121
семье,планировании,0.277778
валюта,рынок,0.333333
деньги,валюта,0.777778
поездами,машинами,0.416667
поездках,машинах,0.541667
машинах,поездках,0.509804
поездках,путешествиях,0.857143
дня,рассвета,0.444444
жидкостью,водой,0.904762
типе,виду,0.851852
типе,виде,0.851852
прибор,приспособление,0.622222
инструмент,приспособление,0.615385
приспособление,инструмент,0.708333
печь,приспособление,0.266667
жертв,аварий,0.518519
самолетах,машинах,0.380952
оружии,тайне,0.095238
энергии,секретарю,0.041667
век,нация,0.088889
компьютерах,лабораториях,0.400000
физика,протон,0.479167
мораль,брак,0.250000
мораль,важность,0.250000
омар,еда,0.708333
поголовье,скот,0.541667
планеты,астрономы,0.518519
доктором,персоналом,0.555556
передвижение,деятельность,0.266667
фондом,рынком,0.333333
причиной,критерием,0.125000
потребителя,энергию,0.333333
потребителя,энергии,0.333333
потребителя,доверия,0.250000
мужчинам,женщинам,0.571429
книгах,библиотеках,0.666667
направлением,сочетанием,0.125000
камни,драгоценности,0.625000
стекла,драгоценности,0.166667
денег,валют,0.777778
валют,рынков,0.333333
жизнь,урок,0.256410
машинами,автомобилями,0.952381
автомобилями,машинами,0.958333
инсульт,больница,0.500000
боксе,раунде,0.555556
дня,полудня,0.600000
проблемы,аэропорты,0.000000
психологии,фрейда,0.583333
автомобиль,волшебник,0.000000
парень,волшебник,0.100000
маг,волшебник,0.958333
полу,равенстве,0.222222
психологию,депрессию,0.458333
психологию,доктора,0.291667
психологию,дисциплину,0.625000
психологию,науку,0.625000
физику,химию,0.487179
поездом,машиной,0.416667
опыту,музыке,0.041667
напитки,матерей,0.000000
напитков,матерей,0.000000
детей,матерей,0.814815
стекло,маг,0.000000
крепостной,раб,0.814815
монах,раб,0.111111
жизней,уроков,0.256410
профессору,доктору,0.444444
монаха,раба,0.111111
фондах,рынках,0.333333
компаниях,фондах,0.625000
каньон,пейзаж,0.375000
напиток,ухо,0.041667
расследований,усилий,0.205128
жизней,смертей,0.521739
смертей,заключенных,0.041667
ребенком,матерью,0.814815
среда,экология,0.444444
кургане,берегу,0.185185
холме,кургане,0.733333
бедствий,площадей,0.047619
мобильный,телефон,0.641026
юристом,доказательством,0.500000
законом,юристом,0.523810
планете,галактике,0.458333
инвесторов,заработки,0.363636
компьютера,клавиатуры,0.583333
психология,клиника,0.458333
берегах,путешествиях,0.250000
автомобилях,путешествиях,0.333333
епископ,раввин,0.523810
размером,известностью,0.074074
напитка,уха,0.041667
напитка,матери,0.000000
напитка,пищи,0.619048
напитка,машины,0.000000
напитка,рта,0.166667
алкоголь,химия,0.333333
деньги,снятие,0.355556
задержка,новости,0.105263
хлебом,маслом,0.458333
кредиты,карты,0.285714
кредиты,информации,0.242424
наркотики,злоупотребления,0.533333
ребенок,мать,0.814815
братьев,парней,0.375000
мальчиков,парней,0.952381
парней,мастеров,0.190476
парней,братьев,0.333333
ситуацией,заключением,0.212121
фонды,телефоны,0.060606
планете,солнцу,0.518519
телефоны,сообщения,0.518519
потребителей,энергий,0.333333
энергий,лабораторий,0.333333
святым,сексом,0.146667
любовью,сексом,0.571429
печей,плит,0.537037
войнами,войсками,0.666667
фруктов,печей,0.083333
меньшинство,мир,0.090909
марсе,воде,0.090909
досок,рекомендаций,0.000000
оружию,тайне,0.095238
психология,депрессия,0.458333
месяцев,отелей,0.041667
доктором,ответственностью,0.291667
планета,созвездие,0.416667
японцами,американцами,0.377778
роскоши,автомобиля,0.208333
прибытие,отель,0.333333
изменениями,отношениями,0.130952
конкуренция,цена,0.333333
населении,развитии,0.047619
книгу,бумагу,0.555556
сеть,аппаратура,0.533333
психологии,тревоги,0.333333
губернаторов,офисы,0.212121
мужчин,губернаторов,0.133333
жертва,авария,0.518519
машина,полет,0.000000
больницу,инфраструктуру,0.380952
инсульта,больницы,0.500000
деньгами,операциями,0.250000
планет,астрономов,0.518519
записями,числами,0.166667
планеты,астрономов,0.518519
смерти,ссоры,0.115942
играм,командам,0.428571
омар,вино,0.185185
прибыли,убытки,0.511111
психологии,здоровью,0.363636
приюта,монаха,0.200000
приюта,кладбища,0.250000
энергией,кризисом,0.083333
правительством,кризисом,0.208333
бедствия,площади,0.047619
любви,секса,0.571429
святого,секса,0.146667
компьютером,программой,0.583333
регистрации,расположении,0.166667
компьютером,лабораторией,0.400000
запасов,жизней,0.074074
целей,жизней,0.266667
жизней,сроков,0.274510
новости,сообщении,0.666667
регистрации,расположению,0.166667
мальчики,парни,0.952381
жидкостей,вод,0.904762
добровольцем,девизом,0.090909
практик,учреждений,0.000000
отель,бронирование,0.458333
курганов,берегов,0.185185
курганов,плит,0.185185
холмов,курганов,0.733333
книга,бумага,0.555556
линия,страхование,0.000000
мир,страхование,0.095238
ответственность,страхование,0.300000
регистрация,расположение,0.166667
напиток,пища,0.619048
театры,истории,0.266667
музеи,театры,0.484848
тигр,фауна,0.619048
производству,экипажу,0.047619
монахи,рабы,0.111111
попытки,миры,0.000000
миры,атмосферы,0.166667
миры,планы,0.083333
компьютерах,программах,0.583333
компьютеров,лабораторий,0.400000
атмосферы,пейзажа,0.166667
причин,критериев,0.125000
приспособления,инструмента,0.708333
прибора,приспособления,0.622222
приспособления,инструменты,0.708333
инструмента,приспособления,0.615385
приборы,приспособления,0.622222
печи,приспособления,0.266667
инструменты,приспособления,0.615385
губернатора,офиса,0.212121
планеты,астронома,0.518519
короля,королеву,0.791667
холма,кургана,0.733333
кургана,берега,0.185185
кладбища,кургана,0.384615
президентов,медалей,0.102564
футбол,баскетбол,0.375000
президентов,медали,0.102564
психологии,доктору,0.291667
доктору,ответственности,0.291667
день,рассвет,0.444444
кредитов,карт,0.285714
зритель,сериал,0.545455
министерств,культур,0.282051
стекла,металлы,0.500000
мужчину,женщину,0.571429
мужчину,губернатора,0.133333
природу,мужчину,0.141026
день,полдень,0.600000
причина,критерий,0.125000
типами,видами,0.851852
нефти,фонде,0.160494
компании,фонде,0.625000
фонде,рынке,0.333333
берегу,путешествии,0.250000
поездке,путешествии,0.857143
автомобиле,путешествии,0.333333
кредита,карты,0.285714
кредита,информации,0.242424
игре,поражении,0.472222
бою,поражении,0.375000
марафоне,спринте,0.809524
тигра,тигра,0.875000
напитки,матери,0.000000
напитки,уши,0.041667
напитки,машины,0.000000
семья,планирование,0.277778
парни,мастера,0.190476
парни,братья,0.333333
братья,парни,0.375000
поездке,машине,0.541667
машине,поездке,0.509804
изменениях,отношениях,0.130952
сахар,подход,0.000000
психология,дисциплина,0.625000
производства,экипажи,0.047619
изображении,поверхности,0.238095
погода,прогноз,0.487179
началах,г.,0.303030
началах,матчах,0.242424
началах,гг,0.303030
началах,годах,0.303030
министры,партии,0.466667
причинам,критериям,0.125000
планету,луну,0.523810
деревьях,лесах,0.714286
печь,плита,0.537037
курган,плита,0.185185
проблем,аэропортов,0.000000
жертву,аварию,0.518519
тигр,кошка,0.708333
кожей,глазом,0.250000
самолеты,машины,0.380952
компьютере,программе,0.583333
компьютере,лаборатории,0.400000
компьютере,интернете,0.555556
долл,потерю,0.166667
брата,монаха,0.490196
производств,экипажей,0.047619
производств,походов,0.000000
практикой,учреждением,0.000000
территориями,км,0.518519
новость,сообщение,0.666667
тигр,зоопарк,0.380952
объявление,предупреждение,0.625000
прибыль,предупреждение,0.041667
фондов,телефонов,0.060606
телефонов,сообщений,0.518519
мужчиной,женщиной,0.571429
природой,мужчиной,0.141026
мужчиной,губернатором,0.133333
опыте,музыке,0.041667
юриста,доказательства,0.500000
закона,юриста,0.523810
дереву,лесу,0.714286
проблемой,аэропортом,0.000000
причины,критерии,0.125000
фонды,рынки,0.333333
валюты,рынки,0.333333
юристов,доказательств,0.500000
юристов,доказательства,0.500000
законы,юристов,0.523810
законов,юристов,0.523810
расчета,вычисления,0.916667
фонда,телефона,0.060606
телефона,оборудования,0.416667
телефона,сообщения,0.518519
дне,рассвете,0.444444
журналов,ассоциаций,0.087719
улицы,кварталы,0.666667
деньги,доллар,0.636364
доллар,потеря,0.166667
доллар,прибыль,0.333333
фондов,рынков,0.333333
машины,полета,0.000000
фрукты,печи,0.083333
поездка,машина,0.541667
поездка,путешествие,0.857143
машина,поездка,0.509804
оружие,тайна,0.095238
лес,погост,0.000000
кладбище,погост,0.916667
улице,проспекту,0.791667
автомобилях,машинах,0.958333
машинах,автомобилях,0.952381
природой,средой,0.600000
морали,брака,0.250000
морали,важности,0.250000
меньшинства,мира,0.090909
напиток,рот,0.166667
напиток,мать,0.000000
напиток,машина,0.000000
автомобилем,машиной,0.958333
машиной,автомобилем,0.952381
психологии,сознании,0.583333
конкуренцию,цену,0.333333
кредит,карта,0.285714
кредит,информация,0.242424
слова,сходства,0.111111
летом,природой,0.333333
планете,луне,0.523810
производства,походы,0.000000
территорий,поверхностей,0.266667
изображений,поверхностей,0.238095
тигр,тигр,0.875000
тигр,организм,0.333333
тигр,животное,0.619048
поезде,машине,0.416667
студента,профессора,0.619048
психология,здоровье,0.363636
психология,доктор,0.291667
психология,страх,0.375000
психология,наука,0.625000
психология,сознание,0.583333
опере,выступлении,0.238095
атмосфера,пейзаж,0.166667
компьютеры,программы,0.583333
компьютеры,лаборатории,0.400000
планете,космосе,0.583333
космосе,миру,0.395833
космосе,химии,0.166667
космосе,мире,0.395833
открытии,космосе,0.259259
пол,равенство,0.222222
улиц,кварталов,0.666667
изменениям,отношениям,0.130952
побережью,лесу,0.300000
побережью,берегу,0.904762
подписать,перерыв,0.000000
началом,матчем,0.242424
попыткой,миром,0.000000
улицей,проспектом,0.791667
страной,гражданином,0.619048
мир,атмосфера,0.166667
открытия,космоса,0.259259
планеты,космоса,0.583333
космоса,мира,0.395833
