word1,word2,sim
деньгами,валютами,0.777778
беспристрастность,интерес,0.250000
улицы,квартала,0.666667
направлениям,сочетаниям,0.125000
напитка,рта,0.166667
дивидендов,выплат,0.555556
машине,автомобилю,0.952381
сахар,подход,0.000000
проблем,вызовов,0.375000
открытии,космосе,0.259259
ситуация,заключение,0.212121
берегу,лесе,0.259259
петушок,путешествие,0.000000
огурец,картофель,0.583333
книге,бумаге,0.555556
парням,волшебникам,0.100000
целью,жизнию,0.266667
книгам,бумагам,0.555556
новости,сообщении,0.666667
доктором,персоналом,0.555556
президентом,медалью,0.102564
профессорами,огурцами,0.047619
лета,природы,0.333333
мес,отелей,0.041667
возможности,девушке,0.105263
книгу,библиотеку,0.666667
прецедент,познание,0.466667
шнуре,улыбке,0.000000
космоса,мира,0.395833
производствах,походах,0.000000
компьютерах,программах,0.583333
парня,мастера,0.190476
проблема,аэропорт,0.000000
причина,гипертония,0.000000
министерствах,культурах,0.282051
пол,равенство,0.222222
территория,поверхность,0.266667
доска,рекомендация,0.000000
парням,мастерам,0.190476
дивиденды,выплаты,0.555556
психологии,дисциплине,0.625000
планеты,космоса,0.583333
кладбище,погост,0.916667
миль,км,0.791667
напитки,уши,0.041667
парней,мастеров,0.190476
прецеденту,сбору,0.000000
мужчина,губернатор,0.133333
телефоны,сообщения,0.518519
чашка,предмет,0.428571
деньги,доллар,0.636364
психологию,тревогу,0.333333
жизнию,уроком,0.256410
планета,созвездие,0.416667
веков,наций,0.088889
планету,звезду,0.619048
энергии,кризисе,0.083333
дивиденды,расчеты,0.238095
братья,парни,0.375000
записи,числа,0.166667
психологии,сознанию,0.583333
подписать,перерыв,0.000000
телефоном,сообщением,0.518519
компьютере,интернете,0.555556
министров,партии,0.466667
алкоголем,химией,0.333333
словом,сходством,0.111111
морепродукт,еда,0.625000
психологии,доктора,0.291667
планета,астроном,0.518519
практикой,учреждением,0.000000
наркотикам,злоупотреблениям,0.533333
опер,выступлений,0.238095
архитектуры,века,0.095238
психологию,дисциплину,0.625000
коже,глазу,0.250000
долларах,прибылях,0.333333
территории,километра,0.518519
мужчиной,губернатором,0.133333
валик,драгоценность,0.041667
объявление,новости,0.533333
короля,королевы,0.791667
опера,отрасль,0.041667
открытие,космос,0.259259
энергии,кризису,0.083333
марафона,спринта,0.809524
музыке,проекту,0.047619
законы,юристов,0.523810
сто,процент,0.250000
компьютеров,лабораторий,0.400000
денег,долларов,0.636364
самолета,машины,0.380952
психологией,наукой,0.625000
целями,жизнями,0.266667
печь,приспособление,0.266667
мага,волшебника,0.958333
каньон,пейзаж,0.375000
музыкой,проектом,0.047619
министерств,культур,0.282051
чемпионат,турнир,0.888889
изменениям,отношениям,0.130952
деньгами,наличными,0.750000
веков,годах,0.666667
книг,бумаг,0.555556
деревьях,лесах,0.714286
началах,матчах,0.242424
инвесторов,заработков,0.363636
прецеденту,предшественнику,0.272727
стран,граждан,0.619048
ягуар,автомобиль,0.515152
попытках,мирах,0.000000
миру,атмосфере,0.166667
короля,капусту,0.088889
футболе,баскетболе,0.375000
марс,вода,0.090909
проблем,аэропортов,0.000000
деньги,наличные,0.750000
напитком,пищей,0.619048
сахаром,подходом,0.000000
психологии,науки,0.625000
король,королева,0.791667
среда,новости,0.047619
приют,кладбище,0.250000
долл,потерь,0.166667
кладбище,лесопарк,0.104167
поездов,машин,0.416667
планет,галактик,0.458333
музеях,театрах,0.484848
водах,утечках,0.380952
дерево,лес,0.714286
машинах,полетах,0.000000
жизни,срока,0.274510
монах,оракул,0.307692
меньшинством,миром,0.090909
наблюдение,архитектура,0.088889
мыла,оперы,0.185185
самолётов,машин,0.380952
машинах,поездках,0.509804
деньгами,долларами,0.636364
играм,победам,0.541667
прецедента,сбора,0.000000
футболе,теннисе,0.583333
отчетах,выгодах,0.166667
улица,дети,0.250000
планет,астрономов,0.518519
телефона,сообщения,0.518519
ситуации,заключения,0.212121
кургана,берега,0.185185
тигр,ягуар,0.708333
планетой,луной,0.523810
запасе,жизни,0.074074
производству,экипажу,0.047619
тигр,кошачьи,0.666667
летом,природой,0.333333
тигр,кошка,0.708333
началах,годах,0.303030
игру,серию,0.222222
фондам,рынкам,0.333333
наркотик,злоупотребление,0.533333
день,полдень,0.600000
короля,капусты,0.088889
месяцами,отелями,0.041667
боем,поражением,0.375000
семь,серия,0.041667
месяца,отеля,0.041667
чашка,кофе,0.583333
смертью,заключенным,0.041667
расположения,размещения,0.916667
энергии,лаборатории,0.333333
досками,рекомендациями,0.000000
мире,страховании,0.095238
ребёнка,матери,0.814815
театры,истории,0.266667
изображении,поверхности,0.238095
юристом,доказательством,0.500000
днем,летом,0.250000
прецеденте,сборе,0.000000
братьям,парням,0.375000
чашка,вещество,0.095238
сми,радио,0.583333
поездках,машинах,0.541667
игру,пораженье,0.472222
фонд,ягуар,0.087719
планета,галактика,0.458333
запасы,жизни,0.074074
игр,серий,0.222222
стеклами,стаканами,0.518519
машине,полету,0.000000
братья,монахи,0.490196
президенте,медали,0.102564
прецедента,права,0.533333
короля,королеву,0.791667
космосом,химией,0.166667
энергией,секретарем,0.041667
опыта,музыки,0.041667
прецедентов,групп,0.000000
планете,галактике,0.458333
летом,засухой,0.333333
запасом,жизнью,0.074074
студентом,профессором,0.619048
компьютеров,программ,0.583333
епископ,раввин,0.523810
тигр,фауна,0.619048
оружию,тайне,0.095238
алюминием,металлом,0.761905
бой,поражение,0.375000
деревом,лесом,0.714286
приют,фрукт,0.000000
потребителей,энергии,0.333333
улице,месту,0.444444
машины,полеты,0.000000
парне,брате,0.333333
кредита,информации,0.242424
инструментами,приспособлениями,0.615385
миров,планов,0.083333
населению,развитию,0.047619
банк,деньги,0.636364
игр,побед,0.541667
типами,видами,0.851852
попытке,мире,0.000000
опек,нефть,0.404762
доску,рекомендацию,0.000000
началом,г,0.303030
чашкам,вещам,0.333333
автомобили,машины,0.958333
деньги,имущество,0.583333
доктор,ответственность,0.291667
планеты,галактики,0.458333
журнала,ассоциации,0.087719
министр,партия,0.466667
объявлением,предупреждением,0.625000
причине,критерию,0.125000
мира,страхования,0.095238
отчетов,выгод,0.166667
войнами,войсками,0.666667
правительства,кризисы,0.208333
приборов,приспособлений,0.622222
министерством,культурой,0.282051
компанией,фондом,0.625000
планеты,луны,0.523810
доллар,йена,0.666667
журналы,ассоциации,0.087719
опек,страна,0.370370
побережью,холму,0.166667
поездках,путешествиях,0.857143
компьютерам,программам,0.583333
водка,бренди,0.625000
омара,еды,0.708333
направлением,сочетанием,0.125000
напитком,ухом,0.041667
днем,рассветом,0.444444
мужчины,губернаторы,0.133333
сохранению,миру,0.333333
побережья,леса,0.300000
жизнью,уроком,0.256410
в,нации,0.088889
усмешку,улыбку,0.622222
автомобилями,машинами,0.958333
энергиями,кризисами,0.083333
губернаторов,офисы,0.212121
потребитель,доверие,0.250000
королю,капусте,0.088889
расчеты,вычисления,0.916667
губернатор,офис,0.212121
профессором,доктором,0.444444
игра,команда,0.428571
психология,доктор,0.291667
дня,лета,0.250000
крепостных,рабов,0.814815
отчеты,выгоды,0.166667
прибор,приспособление,0.622222
веком,нацией,0.088889
самолетом,машиной,0.380952
веков,г.,0.666667
книгой,бумагой,0.555556
меньшинству,миру,0.090909
линии,страхованию,0.000000
лес,погост,0.000000
начало,матч,0.242424
век,нация,0.088889
атмосфера,пейзаж,0.166667
брата,парня,0.375000
психология,дисциплина,0.625000
наркотика,злоупотребления,0.533333
епископы,раввины,0.523810
самолет,машина,0.380952
машинам,полетам,0.000000
мирам,планам,0.083333
игру,победу,0.541667
доктору,ответственности,0.291667
воды,утечки,0.380952
поездку,машину,0.541667
начал,годов,0.303030
птицей,петухом,0.714286
мальчик,парень,0.952381
психологией,доктором,0.291667
школой,центром,0.166667
брат,парень,0.375000
оборудованием,производителем,0.179487
планеты,астронома,0.518519
автомобили,волшебники,0.000000
физика,химия,0.487179
боя,поражения,0.375000
энергии,секретари,0.041667
докторе,ответственности,0.291667
семье,планировании,0.277778
дивиденд,расчет,0.238095
стеклах,металлах,0.500000
мальчики,парни,0.952381
поезде,машине,0.416667
меньшинство,мир,0.090909
театра,истории,0.266667
проблемы,вызовы,0.375000
автомобилях,машинах,0.958333
регистрацией,расположением,0.166667
задержка,новости,0.105263
мире,плане,0.083333
чашка,еда,0.375000
территории,км,0.518519
конкуренцию,цену,0.333333
маг,волшебник,0.958333
брате,парне,0.375000
энергии,кризиса,0.083333
компьютер,клавиатура,0.583333
инструмента,приспособления,0.615385
оборудования,производителя,0.179487
ответственности,страхования,0.300000
психологии,тревоге,0.333333
архитектура,век,0.095238
психологии,страху,0.375000
начал,гг,0.303030
объявлений,производств,0.047619
войнам,войскам,0.666667
рождаемость,яйцо,0.222222
инструментов,приспособлений,0.615385
валют,рынков,0.333333
компьютерами,программами,0.583333
психологии,фрейду,0.583333
инструменты,приспособления,0.615385
жидкостью,водою,0.904762
причиной,гипертонией,0.000000
долларов,прибылей,0.333333
пола,равенства,0.222222
ситуации,заключении,0.212121
тигр,млекопитающее,0.625000
планете,солнцу,0.518519
напитков,матерей,0.000000
расследований,усилий,0.205128
любви,секса,0.571429
передвижении,деятельности,0.266667
поездах,машинах,0.416667
шкафы,одежды,0.583333
смерти,ссоре,0.115942
денег,валют,0.777778
водами,утечками,0.380952
дети,матери,0.814815
лес,лесопарк,0.666667
напитков,машин,0.000000
доллары,потери,0.166667
производств,походов,0.000000
мужчинами,женщинами,0.571429
полу,равенстве,0.222222
проблемой,вызовом,0.375000
игре,поражению,0.472222
оракул,мудрец,0.458333
жизней,смертей,0.521739
прецеденту,группе,0.000000
поездок,путешествий,0.857143
планет,людей,0.416667
инвестор,заработок,0.363636
населении,развитии,0.047619
проблемы,аэропорты,0.000000
практике,учреждении,0.000000
цель,жизнь,0.266667
холмов,курганов,0.733333
гарвард,йель,0.384615
природу,среду,0.600000
петух,петушок,0.952381
энергий,секретарей,0.041667
погост,дурдом,0.102564
месяц,отель,0.041667
веков,лет,0.666667
самолете,машине,0.380952
усмешка,приспособление,0.111111
фонда,телефона,0.060606
потребитель,энергия,0.333333
короля,ладью,0.555556
чашка,посуда,0.761905
планета,звезда,0.619048
планета,космос,0.583333
мир,атмосфера,0.166667
психологией,сознанием,0.583333
запись,число,0.166667
машинами,автомобилями,0.952381
кредиту,карте,0.285714
школы,центры,0.166667
ответственности,страховании,0.300000
прецедентов,познаний,0.466667
космос,химия,0.166667
жертв,аварии,0.518519
психологии,депрессии,0.458333
энергии,секретарю,0.041667
ребенком,матерью,0.814815
японцем,американцем,0.377778
возможностью,девушкой,0.105263
любови,секса,0.571429
ситуациях,заключениях,0.212121
доллару,потере,0.166667
профессора,доктора,0.444444
бою,поражении,0.375000
мужчин,губернаторов,0.133333
кожей,глазом,0.250000
автомобиль,валик,0.041667
веку,нации,0.088889
деньгами,операциями,0.250000
мужчину,губернатора,0.133333
объявления,производства,0.047619
начал,лет,0.303030
омару,еде,0.708333
планете,космосе,0.583333
чашкам,объектам,0.250000
короля,ладьи,0.555556
попытка,мир,0.000000
чемпионата,турнира,0.888889
планеты,солнца,0.518519
меньшинстве,миру,0.090909
иерусалима,палестинца,0.533333
территориям,поверхностям,0.266667
перечисление,категория,0.333333
кредит,информация,0.242424
ягуар,кошка,0.708333
перечислением,близостью,0.047619
возможностям,девушкам,0.105263
больнице,инфраструктуре,0.380952
машину,поездку,0.509804
денег,долл,0.636364
игр,поражений,0.472222
монаха,раба,0.111111
объявлениям,усилиям,0.047619
фондах,телефонах,0.060606
министерстве,культуре,0.282051
деньги,банк,0.625000
автомобилях,путешествиях,0.333333
доллара,прибыли,0.333333
закона,юриста,0.523810
шкафу,одежде,0.583333
началах,гг.,0.303030
ул.,проспекте,0.791667
психологию,науку,0.625000
запаса,жизни,0.074074
побережье,лес,0.300000
запас,жизнь,0.074074
птица,журавль,0.750000
печей,плит,0.537037
деревья,леса,0.714286
улицы,места,0.444444
поездка,машина,0.541667
ул.,месте,0.444444
улицы,проспекта,0.791667
парни,мастера,0.190476
среды,экологии,0.444444
чашка,объект,0.250000
берегу,путешествии,0.250000
планетах,звездах,0.619048
машины,автомобили,0.952381
природы,среды,0.600000
улицей,проспектом,0.791667
министерствами,культурами,0.282051
психологии,доктору,0.291667
доктором,медсестрой,0.619048
чашки,напитка,0.458333
поездом,машиной,0.416667
отчетом,выгодой,0.166667
ориентира,индекса,0.041667
приспособления,инструменты,0.708333
ливнями,грозами,0.600000
страну,гражданина,0.619048
улице,проспекту,0.791667
записями,числами,0.166667
детей,матерей,0.814815
фондами,яйцами,0.000000
жизнь,срок,0.274510
кожа,глаз,0.250000
напиток,пища,0.619048
печь,плита,0.537037
доктора,персонала,0.555556
стекле,стакане,0.518519
прецедента,познания,0.466667
физикой,химией,0.487179
жертв,аварий,0.518519
природой,средой,0.600000
миру,плану,0.083333
телефоне,оборудовании,0.416667
машиной,автомобилем,0.952381
среде,экологии,0.444444
курганов,плит,0.185185
странами,гражданами,0.619048
началу,матчу,0.242424
школами,центрами,0.166667
губернаторов,офисов,0.212121
объявления,предупреждения,0.625000
президентов,медалей,0.102564
король,капуста,0.088889
инвестора,заработка,0.363636
любовью,сексом,0.571429
курган,плита,0.185185
странам,гражданам,0.619048
арафат,мир,0.076923
машин,полетов,0.000000
кровать,шкаф,0.541667
доктор,медсестра,0.619048
стеклом,металлом,0.500000
любовь,секс,0.571429
правительству,кризису,0.208333
прецедент,пример,0.491228
улице,проспекте,0.791667
жизнию,сроком,0.274510
попыток,миров,0.000000
прецедентов,сборов,0.000000
прецеденты,предшественники,0.272727
компаний,фондов,0.625000
территорий,километров,0.518519
передвижения,деятельности,0.266667
территория,километр,0.518519
миру,страховании,0.095238
фонде,рынке,0.333333
сетью,аппаратурой,0.533333
психологии,сознании,0.583333
мужчине,женщине,0.571429
парень,мастер,0.190476
производства,походы,0.000000
проблеме,вызову,0.375000
целью,жизнью,0.266667
фбр,улика,0.454545
отчете,выгоде,0.166667
изменении,отношении,0.130952
компаниям,фондам,0.625000
день,лето,0.250000
берегов,лесов,0.259259
телефоном,оборудованием,0.416667
меньшинстве,мире,0.090909
телевидение,радио,0.481481
компания,фонд,0.625000
планет,звезд,0.619048
арафат,джексон,0.000000
возможностями,девушками,0.105263
прецеденту,праву,0.533333
правительствами,кризисами,0.208333
марсе,воде,0.090909
объявлений,усилий,0.047619
монахи,рабы,0.111111
машины,автомобиля,0.952381
арафата,терроризма,0.428571
фондов,яиц,0.000000
марафон,спринт,0.809524
чемпионатах,турнирах,0.888889
стеклом,стаканом,0.518519
прецеденте,группе,0.000000
веков,годов,0.666667
братьев,монахов,0.490196
игра,раунд,0.444444
боев,поражений,0.375000
игр,команд,0.428571
семьи,планирования,0.277778
дивиденд,выплата,0.555556
морепродукт,омар,0.761905
среду,экологию,0.444444
попытке,миру,0.000000
природу,мужчину,0.141026
изменениях,отношениях,0.130952
типу,виду,0.851852
лечение,восстановление,0.619048
производства,экипажа,0.047619
смерть,ссора,0.115942
деньгами,богатствами,0.851852
сохранении,миру,0.333333
ориентир,индекс,0.041667
милях,километрах,0.791667
жидкости,воды,0.904762
жизнью,сроком,0.274510
бою,поражению,0.375000
жизни,уроке,0.256410
ул.,квартале,0.666667
тигр,хищник,0.625000
нефть,фонд,0.160494
мужчины,губернатора,0.133333
печей,приспособлений,0.266667
парни,братья,0.333333
погодой,прогнозом,0.487179
печами,плитами,0.537037
сми,торговля,0.212121
автомобилей,путешествий,0.333333
улицах,местах,0.444444
мораль,важность,0.250000
министерство,культура,0.282051
кино,театр,0.600000
автографами,подписями,0.916667
допуски,билеты,0.416667
законы,юристы,0.523810
проблема,вызов,0.375000
бакалея,деньги,0.166667
сохранением,миром,0.333333
профессор,доктор,0.444444
компьютера,интернета,0.555556
опере,выступлении,0.238095
кожи,глаза,0.250000
регистрации,расположения,0.166667
производством,экипажем,0.047619
психологии,дисциплины,0.625000
причин,критериев,0.125000
мужчина,женщина,0.571429
музыки,проекта,0.047619
доллара,потери,0.166667
марса,учёного,0.358974
прецедента,группы,0.000000
фонда,рынка,0.333333
смерти,ссоры,0.115942
ливнями,наводнениями,0.583333
напитки,рты,0.166667
улицах,кварталах,0.666667
потребителями,энергиями,0.333333
психологией,страхом,0.375000
размером,известностью,0.074074
алкоголя,химии,0.333333
проблемах,аэропортах,0.000000
королем,ладьей,0.555556
приюта,кладбища,0.250000
населения,развития,0.047619
прибытие,отель,0.333333
мужчинам,женщинам,0.571429
кредита,карты,0.285714
в.,нации,0.088889
физику,химию,0.487179
прецеденте,информации,0.186275
журналов,ассоциаций,0.087719
усмешку,парня,0.106061
кровати,шкафа,0.541667
прецедентов,прав,0.533333
территориями,километрами,0.518519
жидкость,вода,0.904762
напитков,ушей,0.041667
природа,среда,0.600000
прецеденте,примере,0.491228
поездами,машинами,0.416667
инвесторами,заработками,0.363636
книги,бумаги,0.555556
тигр,животное,0.619048
шкафа,одежды,0.583333
печи,плиты,0.537037
компьютером,интернетом,0.555556
погоды,прогноза,0.487179
игрой,командой,0.428571
природой,мужчиной,0.141026
бедствие,площадь,0.047619
шнуром,веревкой,0.888889
королю,ладье,0.555556
камни,драгоценности,0.625000
король,ладья,0.555556
жертвы,аварии,0.518519
омару,вину,0.185185
курганом,плитой,0.185185
фондах,яйцах,0.000000
ситуации,заключению,0.212121
развёртыванием,выводом,0.041667
психология,психиатрия,0.555556
брату,парню,0.375000
изменения,отношения,0.130952
типов,видов,0.851852
веков,гг.,0.666667
объявлением,усилием,0.047619
хлебов,масел,0.458333
кредитам,картам,0.285714
президентов,медали,0.102564
шнур,веревка,0.888889
дерева,леса,0.714286
мужчинами,губернаторами,0.133333
еду,петуха,0.083333
парням,братьям,0.333333
психологии,сознания,0.583333
