word1,word2,sim
действовать,происходить,0.4
курятина,стейк,0.4
одежда,пиджак,0.4
пиво,напиток,0.4
победитель,гол,0.4
покладистый,гибкий,0.4
завершать,становиться,0.392
зима,сезон,0.392
исчезать,сжиматься,0.392
капитан,моряк,0.392
книга,статья,0.392
ловкий,выносливый,0.392
назначение,обязательство,0.392
президент,мэр,0.392
проигрывать,проваливать,0.392
спор,критика,0.392
статья,журнал,0.392
врач,ортодонт,0.385
мать,опекунша,0.385
молекула,атом,0.385
мышь,управление,0.385
общение,язык,0.385
эмоция,страсть,0.385
армия,отряд,0.377
жесткий,жестокий,0.377
книга,эссе,0.377
лелеять,хранить,0.377
молекула,воздух,0.377
небо,вселенная,0.377
облако,туман,0.377
актриса,актер,0.369
грипп,жар,0.369
рожать,носить,0.369
сотрудничать,участвовать,0.369
школа,класс,0.369
злость,настроение,0.362
мальчик,сын,0.362
тело,грудь,0.362
делать,становиться,0.354
жаловаться,ругаться,0.354
курица,индейка,0.354
луч,солнце,0.354
признавать,уведомлять,0.354
приятный,великодушный,0.354
родитель,взрослый,0.354
холм,утес,0.354
знать,понимать,0.346
изучать,заниматься,0.346
крыса,мышь,0.346
лен,ткань,0.346
наставник,помощник,0.346
пакт,условие,0.346
пляж,море,0.346
облако,дымка,0.33799999999999997
постель,одеяло,0.33799999999999997
ружье,пушка,0.33799999999999997
тело,позвоночник,0.33799999999999997
хитрый,умный,0.33799999999999997
большой,широкий,0.331
держать,занимать,0.331
думать,спрашивать,0.331
меню,заказ,0.331
ноготь,палец,0.331
озеро,болото,0.331
слово,литература,0.331
банка,бутылка,0.323
богатство,слава,0.323
квартира,гостиница,0.323
кисть,палец,0.323
пузырь,пена,0.323
сильный,гордый,0.323
глубина,величина,0.315
дверь,ворота,0.315
изучать,оценивать,0.315
орган,печень,0.315
палец,ладонь,0.315
рот,зуб,0.315
скрытный,странный,0.315
чашка,кувшин,0.315
яблоко,повидло,0.315
действие,курс,0.308
деньги,жемчуг,0.308
дом,амбар,0.308
достигать,оставаться,0.308
кровать,мебель,0.308
оставаться,сохранять,0.308
снег,погода,0.308
судно,палуба,0.308
автомобиль,карета,0.3
друг,наставник,0.3
мнение,идея,0.3
стул,скамейка,0.3
убивать,вешать,0.3
цветок,куст,0.3
одежда,ткань,0.2925
становиться,казаться,0.2925
биография,роман,0.292
большой,тяжелый,0.292
выходной,неделя,0.292
говорить,подтверждать,0.292
горло,нос,0.292
дуб,клен,0.292
кажущийся,очевидный,0.292
корень,трава,0.292
умножать,складывать,0.292
август,месяц,0.28500000000000003
внимание,осведомленность,0.28500000000000003
грубый,равнодушный,0.28500000000000003
дерево,бумага,0.28500000000000003
диета,салат,0.28500000000000003
красота,возраст,0.28500000000000003
назначать,избирать,0.28500000000000003
нерв,мозг,0.28500000000000003
облако,мгла,0.28500000000000003
стена,отделка,0.28500000000000003
ум,навык,0.28500000000000003
ущелие,долина,0.28500000000000003
боб,кофе,0.277
крыша,потолок,0.277
напоминать,забывать,0.277
пчела,матка,0.277
слово,словарь,0.277
ядро,пушка,0.277
брать,красть,0.269
витамин,железо,0.269
дом,государство,0.269
знать,верить,0.269
кость,колено,0.269
наука,психология,0.269
сахар,мед,0.269
секунда,минута,0.269
странный,скрытный,0.269
ужин,суп,0.269
щека,язык,0.269
юбилей,год,0.269
дышать,задыхаться,0.262
занимать,нищенствовать,0.262
колледж,профессия,0.262
метр,дюйм,0.262
платформа,вагон,0.262
разбирательство,вердикт,0.262
река,море,0.262
ситуация,состояние,0.262
телефон,будка,0.262
химия,теория,0.262
шея,позвоночник,0.262
ярд,дюйм,0.262
диск,компьютер,0.254
животное,человек,0.254
мальчик,брат,0.254
мужество,хладнокровие,0.254
олово,алюминий,0.254
открывать,происходить,0.254
принимать,верить,0.254
работник,механик,0.254
рука,запястье,0.254
друг,гость,0.246
кровать,спальня,0.246
облако,погода,0.246
одежда,пуговица,0.246
скромный,покладистый,0.246
компетенция,способность,0.2425
делать,прекращать,0.238
диета,яблоко,0.238
завтрак,бекон,0.238
заменять,восстанавливать,0.238
койка,больница,0.238
колледж,класс,0.238
общаться,молиться,0.238
подруга,мать,0.238
сила,способность,0.238
туча,буря,0.238
бутылка,контейнер,0.231
виски,шампанское,0.231
карниз,занавеска,0.231
официальный,приличный,0.231
парень,бабник,0.231
пачка,сигара,0.231
печальный,ужасный,0.231
цветок,луковица,0.231
человек,охранник,0.231
бровь,глаз,0.223
врач,самообладание,0.223
налог,доход,0.223
ценность,вера,0.223
автомобиль,шланг,0.215
бог,священник,0.215
боль,вред,0.215
бутерброд,обед,0.215
корова,коза,0.215
кость,шея,0.215
слово,страница,0.215
снег,шторм,0.215
автомобиль,подъемник,0.20800000000000002
ванная,кухня,0.20800000000000002
десятилетие,век,0.20800000000000002
кость,челюсть,0.20800000000000002
кость,лодыжка,0.20800000000000002
кость,зуб,0.20800000000000002
мясо,бутерброд,0.20800000000000002
шпиль,часовня,0.20800000000000002
электорат,партия,0.20800000000000002
книга,тема,0.20750000000000002
вода,лед,0.2
завтрак,ужин,0.2
кастрюля,прибор,0.2
лодка,якорь,0.2
мать,жена,0.2
медбрат,ученый,0.2
объединяться,приобретать,0.2
печаль,стыд,0.2
покидать,идти,0.2
рука,плечо,0.2
страница,абзац,0.2
тело,нерв,0.2
фраза,слово,0.2
работодатель,работник,0.193
бал,костюм,0.192
вкладывать,соединять,0.192
загрязнение,атмосфера,0.192
лагерь,домик,0.192
область,угол,0.192
отец,дочь,0.192
писатель,читатель,0.192
победитель,кандидат,0.192
поглощать,иметь,0.192
полиэстер,хлопок,0.192
смерть,бедствие,0.192
стена,кирпич,0.192
факультет,юриспруденция,0.192
автомобиль,гудок,0.185
атом,углерод,0.185
воздух,гелий,0.185
высказываться,участвовать,0.185
достигать,пытаться,0.185
история,тема,0.185
молоко,сок,0.185
неугомонный,молодой,0.185
покидать,странствовать,0.185
автомобиль,завод,0.177
глаз,слеза,0.177
коробка,лифт,0.177
линза,фотоаппарат,0.177
мнение,выбор,0.177
песня,история,0.177
понимать,удовлетворять,0.177
преуспевать,пытаться,0.177
притворяться,воображать,0.177
радость,гордость,0.177
шоколад,пирог,0.177
квартира,мебель,0.16899999999999998
мужчина,братство,0.16899999999999998
мускул,язык,0.16899999999999998
невежество,ум,0.16899999999999998
развлечение,футбол,0.16899999999999998
солнце,небо,0.16899999999999998
учащийся,преподаватель,0.16899999999999998
автомобиль,датчик,0.162
занимать,продавать,0.162
нелегальный,безнравственный,0.162
пиво,шампанское,0.162
письмо,абзац,0.162
плохой,виноватый,0.162
рука,кость,0.162
узнавать,слушать,0.162
брат,человек,0.154
день,рассвет,0.154
женщина,секретарь,0.154
игнорировать,обращаться,0.154
кость,локоть,0.154
ложка,чашка,0.154
мышка,кошка,0.154
норка,мех,0.154
оркестр,парад,0.154
отец,мать,0.154
рука,мускул,0.154
свитер,пиджак,0.154
тело,плечо,0.154
убивать,защищать,0.154
яблоко,сладость,0.154
верх,бок,0.146
класс,коридор,0.146
невеста,принцесса,0.146
спорить,различаться,0.146
сын,отец,0.146
церковь,хор,0.146
автомобиль,велосипед,0.13799999999999998
завершать,решать,0.13799999999999998
зерно,горчица,0.13799999999999998
книга,история,0.13799999999999998
организовывать,становиться,0.13799999999999998
пляж,риф,0.13799999999999998
ступня,голова,0.13799999999999998
тетя,племянник,0.13799999999999998
яблоко,сок,0.13799999999999998
язык,горло,0.13799999999999998
богатство,репутация,0.131
верование,мнение,0.131
звонок,дверь,0.131
конь,бык,0.131
мясо,хлеб,0.131
отрицание,признание,0.131
пол,потолок,0.131
салат,уксус,0.131
самолет,аэропорт,0.131
спор,соглашение,0.131
яблоко,лимон,0.131
автомобиль,автострада,0.123
баскетбол,бейсбол,0.123
дверь,кухня,0.123
диван,стул,0.123
карта,бридж,0.123
кровать,стул,0.123
кровь,плоть,0.123
кровь,мозг,0.123
мальчик,солдат,0.123
нос,рот,0.123
поглощать,учиться,0.123
покидать,игнорировать,0.123
ружье,нож,0.123
шляпа,пальто,0.123
автомобиль,мост,0.11499999999999999
брать,доставлять,0.11499999999999999
комната,кровать,0.11499999999999999
кот,лев,0.11499999999999999
рука,тело,0.11499999999999999
ужин,курятина,0.11499999999999999
хотеть,выбирать,0.11499999999999999
юрист,банкир,0.11499999999999999
башня,колокол,0.10800000000000001
ванная,спальня,0.10800000000000001
идти,посылать,0.10800000000000001
мишень,стрела,0.10800000000000001
ночь,рассвет,0.10800000000000001
рис,боб,0.10800000000000001
рука,вена,0.10800000000000001
брать,нести,0.1
глава,конец,0.1
длинный,узкий,0.1
друг,парень,0.1
класть,вешать,0.1
мальчик,партнер,0.1
мяч,перчатка,0.1
носитель,новость,0.1
сердце,операция,0.1
слово,ключ,0.1
брат,сын,0.092
одежда,шкаф,0.092
присутствие,дверь,0.092
тело,желудок,0.092
гитара,барабан,0.08499999999999999
глава,выбор,0.08499999999999999
дерзкий,гордый,0.08499999999999999
дом,ковер,0.08499999999999999
износоустойчивость,повязка,0.08499999999999999
комната,ванна,0.08499999999999999
король,принцесса,0.08499999999999999
ноготь,кисть,0.08499999999999999
петля,пояс,0.08499999999999999
состояние,мальчик,0.08499999999999999
судно,автомобиль,0.08499999999999999
трапеза,талия,0.08499999999999999
шляпка,гвоздь,0.08499999999999999
бедро,губа,0.077
грязный,дешевый,0.077
день,утро,0.077
добавлять,строить,0.077
масло,картофель,0.077
мяч,корзина,0.077
угождать,умолять,0.077
шланг,сад,0.077
братство,бейсбол,0.06899999999999999
дверь,коридор,0.06899999999999999
коробка,шляпа,0.06899999999999999
локоть,лодыжка,0.06899999999999999
отец,брат,0.06899999999999999
покидать,входить,0.06899999999999999
проваливать,обескураживать,0.06899999999999999
путешествие,завоевание,0.06899999999999999
цент,размер,0.06899999999999999
гончая,лиса,0.062
дом,ключ,0.062
масло,норка,0.062
мускул,кость,0.062
приносить,посылать,0.062
пчела,муравей,0.062
работник,фотоаппарат,0.062
рожок,барабан,0.062
рука,шея,0.062
собака,лошадь,0.062
собираться,посещать,0.062
тюрьма,выбор,0.062
улица,автомобиль,0.062
цель,поиск,0.062
игра,сноровка,0.054000000000000006
изображать,уведомлять,0.054000000000000006
платформа,контейнер,0.054000000000000006
плечо,голова,0.054000000000000006
ружье,мех,0.054000000000000006
бог,жертва,0.046
давать,знать,0.046
женщина,мех,0.046
задача,женщина,0.046
задача,пустяк,0.046
кот,кролик,0.046
начинать,идти,0.046
низ,бок,0.046
победитель,присутствие,0.046
побеждать,завершать,0.046
принимать,рекомендовать,0.046
рука,колено,0.046
север,запад,0.046
счастливый,молодой,0.046
умножать,делить,0.046
цветок,выносливость,0.046
человек,победитель,0.046
ванна,шалость,0.038
дверь,подвал,0.038
желудок,вена,0.038
занимать,хотеть,0.038
курятина,рис,0.038
подбадривать,отговаривать,0.038
представлять,решать,0.038
пытаться,думать,0.038
ружье,шалость,0.038
ученик,президент,0.038
хлеб,сыр,0.038
принимать,отвергать,0.034499999999999996
бекон,боб,0.031
ванна,жена,0.031
взрослый,младенец,0.031
дантист,полковник,0.031
дверь,пол,0.031
держать,давать,0.031
загрязнение,президент,0.031
задача,автострада,0.031
мотор,лодка,0.031
одежда,ящик,0.031
парень,девушка,0.031
псалом,завоевание,0.031
ужин,завтрак,0.031
читать,понимать,0.031
арифметика,ритм,0.023
богатство,бедность,0.023
вера,цветок,0.023
доллар,народ,0.023
крыша,пол,0.023
кушетка,бейсбол,0.023
лимон,чай,0.023
мужчина,ребенок,0.023
ночь,глава,0.023
поглощать,отделяться,0.023
получать,назначать,0.023
приносить,восстанавливать,0.023
приходить,приносить,0.023
разрушение,построение,0.023
реальность,фантазия,0.023
река,долина,0.023
спиртное,группа,0.023
трюк,размер,0.023
устраивать,нуждаться,0.023
цент,жена,0.023
ванна,шар,0.015
выбор,вена,0.015
грешник,святой,0.015
дыра,жена,0.015
жена,солома,0.015
контейнер,мышь,0.015
миска,хвост,0.015
напоминать,продавать,0.015
народ,цент,0.015
окно,дверь,0.015
остров,задача,0.015
палуба,мышь,0.015
покидать,появляться,0.015
посылать,получать,0.015
ранимый,бесстрастный,0.015
реальность,иллюзия,0.015
складывать,делить,0.015
соглашаться,спорить,0.015
создавать,представлять,0.015
фотоаппарат,президент,0.015
яблоко,солнце,0.015
бог,дьявол,0.008
братство,дверь,0.008
входить,задолжать,0.008
говорить,слышать,0.008
забирать,оставлять,0.008
забывать,помнить,0.008
игнорировать,исследовать,0.008
идти,позволять,0.008
народ,ружье,0.008
народ,шар,0.008
отсутствие,присутствие,0.008
покидать,оставаться,0.008
получать,давать,0.008
потолок,собор,0.008
принимать,доставлять,0.008
приносить,жаловаться,0.008
пруток,тюрьма,0.008
пруток,клетка,0.008
рис,мальчик,0.008
ружье,рассвет,0.008
терять,получать,0.008
формула,журнал,0.008
бревно,ванна,0.0
велосипед,спальня,0.0
вода,соль,0.0
воровать,покупать,0.0
грязный,узкий,0.0
давать,красть,0.0
дорожка,шар,0.0
дядя,тетя,0.0
желудок,талия,0.0
желудок,спальня,0.0
жена,муж,0.0
жених,невеста,0.0
женщина,мужчина,0.0
забывать,узнавать,0.0
забывать,знать,0.0
закат,рассвет,0.0
зима,лето,0.0
кисть,ступня,0.0
короткий,длинный,0.0
крошечный,огромный,0.0
крупный,гибкий,0.0
курс,желудок,0.0
легкий,трудный,0.0
легкий,большой,0.0
лодыжка,окно,0.0
милый,жестокий,0.0
находить,исчезать,0.0
начинать,прекращать,0.0
немой,редкий,0.0
ненормальный,нормальный,0.0
ненужный,необходимый,0.0
необычный,обычный,0.0
низ,верх,0.0
новый,старый,0.0
нога,рука,0.0
ночь,день,0.0
огромный,тупой,0.0
острый,тупой,0.0
печальный,смешной,0.0
плохой,великолепный,0.0
посылать,посещать,0.0
прекрасный,ужасный,0.0
преуспевать,проваливать,0.0
прибывать,покидать,0.0
принцесса,остров,0.0
прореха,соглашение,0.0
псалом,солома,0.0
разрушать,создавать,0.0
разрушать,организовывать,0.0
разрушать,строить,0.0
ребенок,взрослый,0.0
свежий,широкий,0.0
сжиматься,расти,0.0
скучный,смешной,0.0
собака,кошка,0.0
современный,старинный,0.0
соглашаться,отказывать,0.0
сообразительный,тупой,0.0
соответствовать,различаться,0.0
спиртное,век,0.0
старый,новый,0.0
старый,свежий,0.0
счастливый,злой,0.0
терять,сохранять,0.0
тратить,копить,0.0
трудный,простой,0.0
тупой,интеллектуальный,0.0
тупой,умный,0.0
тяжелый,легкий,0.0
узкий,широкий,0.0
честный,виноватый,0.0
широкий,узкий,0.0
юг,север,0.0
