word1,word2,sim
министерствах,культурах,0.282051
губернаторами,офисами,0.212121
мирам,планам,0.083333
мужчинам,губернаторам,0.133333
попыткам,мирам,0.000000
ребенку,матери,0.814815
смертей,ссор,0.115942
жизнями,сроками,0.274510
запасами,жизнями,0.074074
целями,жизнями,0.266667
арафата,джексона,0.000000
марафона,спринта,0.809524
арафата,терроризма,0.428571
арафата,мира,0.076923
денег,депозитов,0.518519
марсу,ученому,0.358974
прецедентов,сборов,0.000000
прецедентов,прав,0.533333
прецедентов,предшественников,0.272727
прецедентов,познаний,0.466667
прецедентов,групп,0.000000
прецедентов,примеров,0.491228
брату,монаху,0.490196
полудня,веревки,0.000000
кредиту,карте,0.285714
кредиту,информации,0.242424
ориентир,индекс,0.041667
законами,юристами,0.523810
юристами,доказательствами,0.500000
практиках,учреждениях,0.000000
территориям,поверхностям,0.266667
перечислением,близостью,0.047619
деньгами,богатствами,0.851852
жизни,уроке,0.256410
вод,утечек,0.380952
петушок,путешествие,0.000000
еда,петушок,0.270833
журавль,петушок,0.571429
мальчик,петушок,0.125000
петух,петушок,0.952381
дивидендов,выплат,0.555556
дивидендов,расчетов,0.238095
воду,утечку,0.380952
печами,плитами,0.537037
печами,приспособлениями,0.266667
фруктами,печами,0.083333
компьютерам,программам,0.583333
оборудованию,производителю,0.179487
едой,приготовлением,0.488889
марсом,водою,0.090909
жидкостью,водою,0.904762
опек,нефть,0.404762
опек,страна,0.370370
территории,километры,0.518519
предубеждение,признание,0.047619
смерти,ссоре,0.115942
деньгам,операциям,0.250000
деньгам,банкам,0.625000
банкам,деньгам,0.636364
епископы,раввины,0.523810
дивиденды,расчеты,0.238095
выставка,реликвия,0.333333
дивиденды,выплаты,0.555556
поездкой,путешествием,0.857143
автомобилем,путешествием,0.333333
ориентиры,индексы,0.041667
доллары,прибыли,0.333333
студенту,профессору,0.619048
доллары,потери,0.166667
шансом,доверием,0.238095
семьей,планированием,0.277778
психологией,тревогой,0.333333
фондах,телефонах,0.060606
стеклу,металлу,0.500000
инвалидность,смерть,0.458333
практиками,учреждениями,0.000000
марсом,ученым,0.358974
марсом,водой,0.090909
тигр,кошачьи,0.666667
психологии,сознанию,0.583333
улицы,проспекты,0.791667
стекла,стакана,0.518519
регистрацией,расположением,0.166667
мужчинами,губернаторами,0.133333
правительства,кризисы,0.208333
стекол,металлов,0.500000
энергии,кризисы,0.083333
приборами,приспособлениями,0.622222
инструментами,приспособлениями,0.615385
приспособлениями,инструментами,0.708333
чашку,еду,0.375000
производствах,походах,0.000000
психологии,познании,0.291667
автографы,подписи,0.916667
автографы,берега,0.000000
инвесторами,заработками,0.363636
сми,выгода,0.000000
отчет,выгода,0.166667
наркотик,злоупотребление,0.533333
министерствами,культурами,0.282051
ситуаций,заключений,0.212121
доска,рекомендация,0.000000
кровати,шкафа,0.541667
шкафа,одежды,0.583333
среду,экологию,0.444444
убийство,кровопролитие,0.791667
арафат,джексон,0.000000
арафат,мир,0.076923
арафат,терроризм,0.428571
шкафы,одежды,0.583333
телефоне,оборудовании,0.416667
телефоне,сообщении,0.518519
фонде,телефоне,0.060606
короля,капусту,0.088889
психология,психиатрия,0.555556
ориентиров,индексов,0.041667
территориями,километрами,0.518519
потребителю,энергии,0.333333
доброволец,девиз,0.090909
профессоров,огурцов,0.047619
ягуар,автомобиль,0.515152
ягуар,кошка,0.708333
фонд,ягуар,0.087719
тигр,ягуар,0.708333
деньгах,долларах,0.636364
долларах,потерях,0.166667
развертывание,вывод,0.041667
развертывание,отход,0.041667
ливень,гроза,0.600000
ливень,наводнение,0.583333
водка,джин,0.714286
водка,бренди,0.625000
потребитель,доверие,0.250000
потребитель,энергия,0.333333
потребителем,энергией,0.333333
потребителем,доверием,0.250000
марсу,воде,0.090909
наркотика,злоупотребления,0.533333
веком,нацией,0.088889
самолетом,машиной,0.380952
парни,волшебники,0.100000
автомобили,волшебники,0.000000
школам,центрам,0.166667
докторе,ответственности,0.291667
психологии,докторе,0.291667
новостью,сообщением,0.666667
конкуренцией,ценой,0.333333
парню,брату,0.333333
парню,мастеру,0.190476
брату,парню,0.375000
отчетов,выгод,0.166667
доллару,потере,0.166667
телефоном,сообщением,0.518519
фондом,телефоном,0.060606
телефоном,оборудованием,0.416667
доктору,персоналу,0.555556
роскошью,автомобилем,0.208333
короля,ладьи,0.555556
новостями,сообщениями,0.666667
психологией,страхом,0.375000
психологией,дисциплиной,0.625000
психологией,здоровьем,0.363636
психологией,депрессией,0.458333
психологией,сознанием,0.583333
психологией,доктором,0.291667
психологией,наукой,0.625000
погоде,прогнозу,0.487179
кредитам,картам,0.285714
напитком,ртом,0.166667
напитком,машиной,0.000000
напитком,пищей,0.619048
напитком,матерью,0.000000
передвижении,деятельности,0.266667
хлебов,масел,0.458333
монах,оракул,0.307692
маг,оракул,0.424242
монах,оракул,0.142857
оракул,мудрец,0.458333
смертью,заключенным,0.041667
компьютером,интернетом,0.555556
чашки,еды,0.375000
чашки,предмета,0.428571
чашки,напитка,0.458333
чашки,жидкости,0.333333
чашки,посуды,0.761905
чашки,вещества,0.095238
чашки,объекта,0.250000
чашки,вещи,0.333333
жизни,урока,0.256410
перечисление,близость,0.047619
прибылью,предупреждением,0.041667
объявлением,предупреждением,0.625000
перечисление,категория,0.333333
книгам,бумагам,0.555556
жизни,сроках,0.274510
поездкой,машиной,0.541667
машиной,поездкой,0.509804
аккорд,улыбка,0.087719
объявлением,усилием,0.047619
расследованием,усилием,0.205128
смерть,заключенный,0.041667
задержка,расизм,0.041667
книгой,бумагой,0.555556
психологии,познанию,0.291667
миров,атмосфер,0.166667
алкоголем,химией,0.333333
физикой,химией,0.487179
лес,лесопарк,0.666667
кладбище,лесопарк,0.104167
берег,лесопарк,0.166667
птицу,петуха,0.714286
еду,петуха,0.083333
птица,лесопарк,0.333333
холм,лесопарк,0.208333
деньги,наличные,0.750000
шкафу,одежде,0.583333
книгах,бумагах,0.555556
японца,американца,0.377778
шнур,улыбка,0.000000
компьютере,клавиатуре,0.583333
доску,рекомендацию,0.000000
жизни,уроках,0.256410
войнам,войскам,0.666667
мыло,опера,0.185185
тигра,фауну,0.619048
дню,полудню,0.600000
компаниями,фондами,0.625000
фондами,яйцами,0.000000
король,ладья,0.555556
концерт,виртуоз,0.428571
физики,протона,0.479167
профессоров,огурцы,0.047619
роскошь,автомобиль,0.208333
словом,сходством,0.111111
футболе,баскетболе,0.375000
прецедент,сбор,0.000000
прецедент,пример,0.491228
меньшинством,миром,0.090909
прецедент,информация,0.186275
прецедент,группа,0.000000
прецедент,право,0.533333
прецедент,познание,0.466667
прецедент,предшественник,0.272727
допуск,билет,0.416667
мудрец,волшебник,0.388889
мальчик,мудрец,0.041667
марадона,футбол,0.604167
проблемой,вызовом,0.375000
досками,рекомендациями,0.000000
стране,гражданину,0.619048
бое,поражении,0.375000
ответственности,страховании,0.300000
миру,страховании,0.095238
мире,страховании,0.095238
линии,страховании,0.000000
инвестора,заработка,0.363636
доллар,бакс,0.952381
причине,критерию,0.125000
доллар,йена,0.666667
президентами,медалями,0.102564
психологии,тревоге,0.333333
