word1,word2,sim
восхитительное,радостное,0.523
друг,приятель,0.931
получаемыми,назначаемыми,0.023
думаю,спрашиваю,0.331
животным,людям,0.254
собирался,посещал,0.062
держа,занимая,0.331
исчезает,сжимается,0.392
идут,посылаются,0.10800000000000001
позволяющую,разрешающее,0.9380000000000001
большого,тяжелого,0.292
алкоголь,бренди,0.6769999999999999
выбирают,избирают,0.8539999999999999
групп,оркестров,0.477
телом,грудью,0.362
счастливым,радостной,0.8460000000000001
жестко,жестоко,0.377
актриса,актер,0.369
честен,виновата,0.0
электората,партии,0.20800000000000002
необычной,обычной,0.0
счастлива,доволен,0.808
разрушал,строилась,0.0
игнорировало,исследовал,0.008
чемпионов,победителей,0.9380000000000001
представлял,решалось,0.038
забывая,узнавая,0.0
низом,боком,0.046
автомобилей,мостов,0.11499999999999999
ненормального,необычного,0.592
автомобилях,мостах,0.11499999999999999
давать,одалживать,0.6849999999999999
ружье,шалость,0.038
милый,жестокий,0.0
быстрой,скоростного,0.915
костьми,коленями,0.269
авиация,полет,0.6769999999999999
оз,болота,0.331
пропадало,исчезал,0.931
отцу,дочери,0.192
высказывается,участвует,0.185
самолет,джет,0.5690000000000001
прореха,соглашение,0.0
молекуле,атоме,0.385
мнение,впечатление,0.523
лучом,солнцем,0.354
берут,несут,0.1
цели,поиске,0.062
хитрым,умным,0.33799999999999997
идея,образ,0.5690000000000001
рука,кость,0.162
котов,кроликов,0.046
посылаются,посещают,0.0
кот,лев,0.11499999999999999
велико,тяжело,0.292
приемлют,доставляют,0.008
корова,скот,0.808
шум,грохот,0.762
добавлялись,строили,0.077
симулировать,притворяться,0.923
забывая,помня,0.008
усилий,трудностей,0.438
масло,картофель,0.077
прекрасная,великолепная,0.9380000000000001
отодвигался,отвергал,0.446
сек,минут,0.269
глаза,слезы,0.177
свежим,широкой,0.0
краю,концу,0.754
коде,символе,0.608
налога,дохода,0.223
приходить,приносить,0.023
кистью,пальцем,0.323
доктор,профессор,0.446
колледжа,профессии,0.262
груба,равнодушен,0.28500000000000003
видение,восприятие,0.762
ограде,забору,0.954
дышали,задыхались,0.262
ядре,пушке,0.277
ненормальная,нормальное,0.0
кровать,кроватка,0.9
газета,информация,0.554
ценности,вере,0.223
мяса,хлеба,0.131
платформе,контейнеру,0.054000000000000006
доказательства,факта,0.662
складывал,делила,0.015
домов,государств,0.269
исчезать,сжиматься,0.392
посылали,посещали,0.0
парня,девушку,0.031
состояние,мальчик,0.08499999999999999
начинать,прекращать,0.0
решающую,важную,0.708
чудный,странный,0.8539999999999999
главах,концах,0.1
ярд,дюйм,0.262
главой,выбором,0.08499999999999999
принимается,доставляется,0.008
областям,углам,0.192
мальчика,партнера,0.1
получающими,назначаемыми,0.023
крошечные,огромные,0.0
песней,историей,0.177
велико,огромен,0.915
мальчики,дети,0.562
старый,новый,0.0
тела,груди,0.362
братьям,людям,0.154
завершают,становятся,0.392
судах,автомобилях,0.08499999999999999
птиц,кур,0.546
глава,выбор,0.08499999999999999
поглощает,отделяется,0.023
самолету,аэропорту,0.131
игнорируются,обращаются,0.154
информировали,сообщали,0.9460000000000001
исследуемой,изучаемой,0.869
счастливой,молодому,0.046
отцам,матерям,0.154
грязные,узкие,0.0
юрист,банкир,0.11499999999999999
области,регионы,0.908
ртом,губой,0.43099999999999994
берет,крадет,0.269
просить,молиться,0.546
рука,плечо,0.2
игре,сноровке,0.054000000000000006
братства,двери,0.008
свежие,широкие,0.0
дочерей,детей,0.769
самолета,аэропорта,0.131
алкоголь,коктейль,0.5309999999999999
окон,дверей,0.015
тяжело,легко,0.0
понимало,знало,0.6769999999999999
покидающих,остающихся,0.008
капитан,моряк,0.392
хитрый,умный,0.33799999999999997
автомобиль,шланг,0.215
создают,делают,0.8310000000000001
книгой,информацией,0.5309999999999999
детей,взрослых,0.0
думает,спрашивает,0.331
мальчики,братья,0.254
логикой,арифметикой,0.438
десятилетиям,векам,0.20800000000000002
мышки,кошки,0.154
создавался,делалось,0.8310000000000001
молекулы,воздуха,0.377
убивал,защищало,0.154
завтрака,ужина,0.2
плечо,голова,0.054000000000000006
расширяющееся,растущий,0.808
корпораций,предприятий,0.8310000000000001
пляжу,побережью,0.662
обручаться,жениться,0.6769999999999999
идеей,планом,0.654
болезни,инфекции,0.75
девочке,ребенку,0.46900000000000003
учащегося,ученика,0.985
крысах,мышах,0.346
книге,истории,0.13799999999999998
дверях,кухнях,0.123
держа,давая,0.031
отца,родителя,0.9460000000000001
ненормальный,нормальный,0.0
принося,жалуясь,0.008
отражениями,образами,0.631
ванну,жену,0.031
скучными,смешными,0.0
старого,новое,0.0
становился,казалась,0.2925
честные,виноватых,0.0
грешник,святой,0.015
деньги,зарплата,0.754
остающихся,сохраняющих,0.308
витамин,железо,0.269
невежество,ум,0.16899999999999998
женщина,мех,0.046
представляя,решая,0.038
принимается,верит,0.254
забывается,знает,0.0
реке,потоке,0.623
скорое,скоростную,0.915
братьев,людей,0.154
шея,позвоночник,0.262
давались,знали,0.046
контейнера,мыши,0.015
башен,колоколов,0.10800000000000001
приносили,посылали,0.062
автомобиля,завода,0.177
братстве,двери,0.008
самолетом,аэропортом,0.131
книг,историй,0.13799999999999998
читало,понимал,0.031
силах,способностях,0.238
комнату,ванну,0.08499999999999999
работа,управление,0.446
рука,мускул,0.154
плохое,ужасную,0.8619999999999999
устраивается,организует,0.762
организуют,становятся,0.13799999999999998
поглощать,отделяться,0.023
ненужного,необходимого,0.0
кисти,пальца,0.323
отца,брата,0.06899999999999999
травы,травинки,0.8310000000000001
размышляли,думали,0.915
идем,позволяем,0.008
дискуссии,спора,0.869
комнату,камеру,0.508
печальных,ужасных,0.231
быстрому,скоростному,0.915
снега,штормы,0.215
коттеджей,домиков,0.738
мужчины,отца,0.508
родителя,взрослого,0.354
принимали,верили,0.254
право,правосудие,0.492
улице,автомобиле,0.062
преступлениями,нарушениями,0.623
небом,вселенной,0.377
приходя,принося,0.023
облаке,тумане,0.377
опасностях,болезнях,0.5
задача,автострада,0.031
выходе,проходе,0.454
о.,дочери,0.192
груженый,тяжелый,0.638
дискуссия,спор,0.869
большое,широкое,0.331
покидали,шли,0.2
дырой,женой,0.015
олова,металла,0.485
покидал,появлялся,0.015
горле,носу,0.292
работник,механик,0.254
приятный,великодушный,0.354
дерева,бумаги,0.28500000000000003
странных,скрытных,0.269
одежде,ящике,0.031
завершается,решает,0.13799999999999998
слушались,подчинялись,0.6849999999999999
луне,планете,0.462
реальности,фантазии,0.023
верху,боку,0.146
бутылок,контейнеров,0.231
скучно,смешно,0.0
оградой,забором,0.954
пакт,условие,0.346
говорит,признает,0.42300000000000004
автомобиль,гудок,0.185
позволяли,разрешали,0.9380000000000001
честным,виноватым,0.0
покидать,оставаться,0.008
разрушал,создавал,0.0
понимала,знала,0.6769999999999999
мужчин,отцов,0.508
книгу,статью,0.392
газету,информацию,0.554
побеждает,завершается,0.046
официальные,приличные,0.231
судном,автомобилем,0.08499999999999999
ночи,главе,0.023
яростного,злого,0.746
учителя,преподавателя,0.992
скрытный,странный,0.315
родитель,взрослый,0.354
определяла,предсказывал,0.5309999999999999
отвергать,избегать,0.585
плохим,ужасной,0.8619999999999999
сделанные,построенные,0.638
настроение,эмоция,0.738
понимаются,слушают,0.438
детей,мальчиков,0.538
слушаться,подчиняться,0.6849999999999999
мясо,хлеб,0.131
становились,казались,0.2925
взяты,украдены,0.269
печальным,ужасным,0.231
ненужное,необходимая,0.0
чемпионами,победителями,0.9380000000000001
библия,псалом,0.554
ребячливый,безрассудный,0.508
приобретали,находили,0.515
классы,коридоры,0.146
представляем,решаем,0.038
рождала,носила,0.369
достигал,пыталась,0.185
понимали,прощали,0.5690000000000001
говорилось,слышала,0.008
кость,челюсть,0.20800000000000002
изучал,занималась,0.346
разрушала,создавал,0.0
домах,коврах,0.08499999999999999
детям,взрослым,0.0
тяжелый,легкий,0.0
понимало,слушал,0.438
народам,шарам,0.008
толпу,группу,0.638
держится,занимает,0.331
днем,утром,0.077
велосипеде,спальне,0.0
скорый,скоростной,0.915
гора,выступ,0.41500000000000004
политики,президенты,0.746
сравнивает,анализирует,0.538
женщину,жену,0.462
общения,языка,0.385
получают,назначают,0.023
получает,дает,0.008
неся,принося,0.662
длинное,узкое,0.1
экзотичный,редкий,0.746
жесткий,жестокий,0.377
умолять,просить,0.808
ужин,суп,0.269
решает,выбирает,0.6769999999999999
морем,океаном,0.577
боги,жертвы,0.046
забывал,знала,0.0
юга,севера,0.0
разрушала,организовывал,0.0
пытается,думает,0.038
спиртного,века,0.0
грязным,узким,0.0
силе,способности,0.238
принимает,доставляет,0.008
корни,травы,0.292
фотоаппарата,президента,0.015
автомобилями,мостами,0.11499999999999999
чемпиона,победителя,0.9380000000000001
лошадь,кобыла,1.0
агрессивность,враждебность,0.908
общаться,молиться,0.238
цветок,куст,0.3
странный,скрытный,0.269
главы,руководители,0.8619999999999999
новых,старые,0.0
доказательств,фактов,0.662
соединять,добавлять,0.462
скрытную,странную,0.315
открывал,происходило,0.254
пива,алкоголя,0.631
плохих,великолепных,0.0
щеках,языках,0.269
понимаются,прощают,0.5690000000000001
флот,армия,0.438
нетерпеливый,беспокойный,0.7769999999999999
говорил,подтверждало,0.292
курс,желудок,0.0
счастие,удача,0.7769999999999999
пузырь,пена,0.323
представлять,решать,0.038
вечерах,сумерках,0.7230000000000001
родителей,взрослых,0.354
собираться,встречаться,0.708
большого,огромной,0.915
убивающий,защищающий,0.154
водою,солью,0.0
слушал,слышала,0.7
костях,зубах,0.20800000000000002
крупная,гибкая,0.0
праздников,церемоний,0.6849999999999999
просила,умоляла,0.8
идущий,позволяющую,0.008
чел,победителей,0.046
заменяют,восстанавливают,0.238
побеждают,завершают,0.046
заданиях,задачах,0.885
мускул,язык,0.16899999999999998
эмоциями,страстями,0.385
поглощают,отделяются,0.023
моря,океана,0.577
кровать,кушетка,0.8
ученику,президенту,0.038
определял,предсказывал,0.5309999999999999
делала,становилось,0.354
улицы,автомобили,0.062
тупым,умным,0.0
действовало,происходила,0.4
слушают,слышат,0.7
покидают,остаются,0.008
даёт,вкладывает,0.546
задачах,работах,0.692
теленок,бык,0.538
восхитительное,прекрасную,0.908
выигрывали,доминировали,0.738
главу,мэра,0.708
недорогой,дешевый,0.9460000000000001
понимая,слушая,0.438
глубине,величине,0.315
идти,входить,0.41500000000000004
актера,певца,0.562
костей,колен,0.269
детях,мальчиках,0.538
прутков,клеток,0.008
делает,прекращает,0.238
обстоятельствам,ситуациям,0.592
провозглашался,объявлял,0.7230000000000001
общение,язык,0.385
выигрывал,доминировал,0.738
элегантности,стилю,0.646
осознавали,обнаруживали,0.515
скота,быка,0.523
одеждой,пиджаком,0.4
деревьев,бумаг,0.28500000000000003
мужчиной,ребенком,0.023
современном,старинном,0.0
тратила,копил,0.0
народ,ружье,0.008
отражений,образов,0.631
ванна,жена,0.031
напоминал,продавалось,0.015
обстоятельство,ситуация,0.592
учеников,президентов,0.038
назначает,избирается,0.28500000000000003
мишень,стрела,0.10800000000000001
анализировала,оценивалось,0.792
добиваются,убеждают,0.523
хлебом,мукой,0.515
предприятий,компаний,0.923
недорогую,дешевую,0.9460000000000001
величайшее,огромнейший,0.915
сделанных,построенных,0.638
странная,необычное,0.892
завершала,решало,0.13799999999999998
армии,отряде,0.377
жесткая,жестокая,0.377
госпожа,господин,0.438
путешествия,завоевания,0.06899999999999999
главой,концом,0.1
терял,сохранял,0.0
напоминают,забывают,0.277
изучается,обнаруживается,0.6
понимаются,удовлетворяют,0.177
дорожки,шары,0.0
приходят,посещают,0.7849999999999999
ядром,пушкой,0.277
политиком,президентом,0.746
колледжей,классов,0.238
долл,народов,0.023
дискуссии,споре,0.869
курсов,желудков,0.0
друга,приятеля,0.931
человеков,победителей,0.046
рекой,морем,0.262
ненужный,необходимый,0.0
прекрасного,великолепной,0.9380000000000001
достигая,пытаясь,0.185
президенты,мэры,0.392
проходу,коридору,0.7616666666666669
рукой,костью,0.162
короткий,длинный,0.0
широкое,узкую,0.0
лимона,чая,0.023
приветствовалась,встречал,0.7150000000000001
мужчина,дядя,0.438
ценностью,верой,0.223
формула,журнал,0.008
споры,соглашения,0.131
идее,образу,0.5690000000000001
простое,легкое,0.7
юбилей,дата,0.662
сотрудничаю,участвую,0.369
бедер,губ,0.077
парень,бабник,0.231
оставались,сохраняли,0.308
область,угол,0.192
изучаем,обнаруживаем,0.6
стены,кирпичи,0.192
корнями,травами,0.292
создавать,делать,0.8310000000000001
м,дюйма,0.262
занимаешь,хочешь,0.038
дубами,кленами,0.292
достигается,завершает,0.662
создавался,делался,0.8310000000000001
присутствием,дверью,0.092
думая,спрашивая,0.331
женщинами,секретарями,0.154
разбирательства,вердикта,0.262
сообразительный,тупой,0.0
злости,настроения,0.362
напоминая,забывая,0.277
силен,горд,0.323
башни,колокола,0.10800000000000001
привычкой,манерой,0.8150000000000001
поговорим,услышим,0.008
автомобиль,датчик,0.162
церковью,хором,0.146
юбилеев,гг,0.269
автомобиле,велосипеде,0.13799999999999998
привычек,манер,0.8150000000000001
прибывать,покидать,0.0
остается,сохраняет,0.308
предприятию,компании,0.923
понимают,прощают,0.5690000000000001
брал,нес,0.1
деньгами,зарплатами,0.754
провозглашается,объявляет,0.7230000000000001
руководством,управлением,0.869
заметной,очевидной,0.6769999999999999
водою,льдом,0.2
парню,девушке,0.031
разрушал,создавало,0.0
велико,тяжела,0.292
приходят,приносятся,0.023
бекон,боб,0.031
приемлет,доставляет,0.008
ненормально,нормально,0.0
книги,статьи,0.392
необычном,обычной,0.0
изобилии,множестве,0.869
современной,старинного,0.0
слушала,слышала,0.7
гриппом,жаром,0.369
взяло,украл,0.269
решается,выбирает,0.6769999999999999
постели,одеялу,0.33799999999999997
открывала,происходил,0.254
руками,телами,0.11499999999999999
заката,рассвета,0.0
назначают,избирают,0.28500000000000003
забывается,помнит,0.008
лимон,чай,0.023
победитель,кандидат,0.192
пачка,сигара,0.231
спиртным,веком,0.0
износоустойчивость,повязка,0.08499999999999999
юбилей,год,0.269
ул.,автомобилю,0.062
мил,жестоко,0.0
завершала,становился,0.392
размышляет,думает,0.915
разрушают,строятся,0.0
автомобиля,гудка,0.185
приносить,посылать,0.062
прошу,умоляю,0.8
мнению,выбору,0.177
странном,необычном,0.892
кости,локте,0.154
организовывали,становились,0.13799999999999998
мальчики,солдаты,0.123
отец,брат,0.06899999999999999
жар,болезнь,0.631
дерево,бумага,0.28500000000000003
мышка,кошка,0.154
убивает,уничтожает,0.792
глубиной,величиною,0.315
мускулов,языков,0.16899999999999998
друзей,парней,0.1
путешествии,завоевании,0.06899999999999999
заменяется,восстанавливается,0.238
занималось,хотела,0.038
милая,жестокое,0.0
победителем,присутствием,0.046
изучали,занимались,0.346
твердой,плотной,0.631
богом,жертвой,0.046
сильные,гордых,0.323
крыше,полу,0.023
флота,армии,0.438
соперник,противник,0.908
хранила,владело,0.5309999999999999
дающие,занимающие,0.631
эпоха,десятилетие,0.43099999999999994
слушать,слышать,0.7
мяч,перчатка,0.1
автотранспорте,автобусе,0.8310000000000001
покладистый,гибкий,0.4
прибывала,приходила,0.808
юбилеем,г,0.269
неба,вселенной,0.377
плечи,головы,0.054000000000000006
севером,западом,0.046
дядей,тетей,0.0
книги,тексты,0.5309999999999999
заметная,очевидное,0.6769999999999999
забывал,помнил,0.008
спора,соглашения,0.131
мужчин,детей,0.023
теряются,сохраняют,0.0
колледжах,классах,0.238
сердцах,операциях,0.1
загрязнений,президентов,0.031
создаваемая,представляющий,0.015
августу,месяцу,0.28500000000000003
понимает,удовлетворяется,0.177
твердого,прочного,0.7769999999999999
автомобиль,подъемник,0.20800000000000002
выбирала,избирался,0.8539999999999999
большого,огромного,0.915
идеям,планам,0.654
принимаются,прощают,0.508
снегом,погодой,0.308
занимал,хотело,0.038
пропадала,исчезала,0.931
узкое,широкую,0.0
тела,желудка,0.092
кости,колена,0.269
брал,получал,0.40800000000000003
больше,пошире,0.331
масло,норка,0.062
жаловались,ругались,0.354
дядя,тетя,0.0
автомобили,мосты,0.11499999999999999
покидает,идёт,0.2
приобретается,получается,0.7115
печальный,ужасный,0.231
добывали,зарабатывали,0.662
берущий,несущая,0.1
ноги,руки,0.0
области,угла,0.192
новейшего,старейшей,0.0
устраивается,нуждается,0.023
клубов,обществ,0.669
жена,муж,0.0
шлангов,садов,0.077
берегу,побережью,0.762
сильна,горд,0.323
собирающийся,встречающийся,0.708
окне,двери,0.015
дядю,тетю,0.0
учителям,преподавателям,0.992
статьей,журналом,0.392
принимал,отвергал,0.034499999999999996
псалом,завоевание,0.031
забирать,оставлять,0.008
занималось,хотело,0.038
хранили,защищали,0.615
курица,индейка,0.354
говорили,слышали,0.008
боль,вред,0.215
метра,дюйма,0.262
устраивало,нуждалось,0.023
завершала,решала,0.13799999999999998
идут,приходят,0.646
колледж,класс,0.238
ненужную,необходимую,0.0
старом,свежем,0.0
недорогими,дешевыми,0.9460000000000001
коровы,козы,0.215
брата,чел.,0.154
информировал,сообщала,0.9460000000000001
изучают,оцениваются,0.315
счастливую,радостное,0.8460000000000001
автомобили,датчики,0.162
новые,старые,0.0
держал,давала,0.031
складывать,делить,0.015
риса,боба,0.10800000000000001
книгой,историей,0.13799999999999998
областей,регионов,0.908
принимая,веря,0.254
теряя,получая,0.008
начинающего,происходящей,0.40800000000000003
формула,уравнение,0.7
вкладывать,соединять,0.192
ребенок,мальчик,0.538
говорит,признаёт,0.42300000000000004
пальцев,ладоней,0.315
остающееся,сохраняющее,0.308
взят,украдена,0.269
лагеря,домика,0.192
назначение,обязательство,0.392
слушаю,слышу,0.7
мальчики,сыны,0.362
назначения,обязательства,0.392
занималось,хотел,0.038
книге,ст.,0.392
крови,мозгу,0.123
солнцем,небом,0.16899999999999998
объясняло,доказывал,0.8230000000000001
водителя,пилота,0.662
стекла,хрусталя,0.5690000000000001
домом,квартирой,0.692
тупым,интеллектуальной,0.0
ружье,пушка,0.33799999999999997
дают,знают,0.046
дыра,жена,0.015
ружья,рассвета,0.008
рубеже,границе,0.977
официальным,приличным,0.231
политике,президенте,0.746
рожать,носить,0.369
добавлялись,строились,0.077
ноге,руке,0.0
длинному,узкому,0.1
изучаемого,занимающегося,0.346
высказываются,участвуют,0.185
побеждала,завершала,0.046
цель,поиск,0.062
размер,величина,0.8150000000000001
выходом,проходом,0.454
загрязнении,президенте,0.031
моторов,лодок,0.031
счастливый,радостный,0.8460000000000001
виски,джин,0.5690000000000001
мудрости,уме,0.8230000000000001
видению,восприятию,0.762
словами,словарями,0.277
словами,страницами,0.215
занимал,хотел,0.038
богов,жертв,0.046
газеты,информации,0.554
брать,красть,0.269
рожок,барабан,0.062
ненужным,необходимым,0.0
силой,способностью,0.238
сжиматься,расти,0.0
добиваться,убеждать,0.523
узнают,слушают,0.162
щеки,языки,0.269
гриппа,жара,0.369
области,региона,0.908
недавних,новые,0.6769999999999999
разрушал,строился,0.0
химией,теорией,0.262
посылал,получал,0.015
короткое,длинную,0.0
девочка,ребенок,0.46900000000000003
тупые,глупые,0.8539999999999999
идеями,образами,0.5690000000000001
богу,жертве,0.046
автомобилями,автострадами,0.123
корень,трава,0.292
книге,статье,0.392
принималась,отвергал,0.034499999999999996
идёт,приходит,0.646
идёт,посылается,0.10800000000000001
народ,цент,0.015
скудный,редкий,0.485
рука,вена,0.10800000000000001
аргументирует,подтверждается,0.546
загрязнением,президентом,0.031
быстрая,скоростная,0.915
спиртное,группа,0.023
объясняется,доказывает,0.8230000000000001
отца,бога,0.492
арифметика,ритм,0.023
принимал,признавалось,0.708
слову,литературе,0.331
шпиль,часовня,0.20800000000000002
мужчинами,детьми,0.023
политик,президент,0.746
счастливый,злой,0.0
исследуемых,изучающих,0.869
тяжелые,трудные,0.8619999999999999
создавать,представлять,0.015
короче,длиннее,0.0
трав,мхов,0.5
завершается,решается,0.13799999999999998
принимать,признавать,0.708
игнорировались,избегали,0.7769999999999999
животных,чел,0.254
бог,дьявол,0.008
давала,знала,0.046
теряем,получаем,0.008
легких,трудных,0.0
полом,потолком,0.131
узкую,широкую,0.0
большого,тяжелой,0.292
знает,верит,0.269
воровал,покупало,0.0
одежда,ткань,0.2925
обстоятельстве,ситуации,0.592
присутствия,двери,0.092
дискуссиях,спорах,0.869
кодами,символами,0.608
умоляла,просил,0.808
прекрасную,ужасное,0.0
механизмы,двигатели,0.508
тел,плеч,0.154
историю,тему,0.185
другом,наставником,0.3
молекуле,воздуху,0.377
логика,арифметика,0.438
дают,вкладывают,0.546
книг,текстов,0.5309999999999999
лагере,домике,0.192
костью,коленом,0.269
выигрывать,доминировать,0.738
бутылке,контейнере,0.231
делать,прекращать,0.238
книга,тема,0.20750000000000002
диск,компьютер,0.254
опасностей,угроз,0.969
дается,крадет,0.0
преступлении,мошенничестве,0.5690000000000001
задачи,работы,0.692
платформах,контейнерах,0.054000000000000006
победа,триумф,0.962
учителя,преподаватели,0.992
свежим,широким,0.0
ногам,рукам,0.0
открывали,происходили,0.254
дерзким,гордой,0.08499999999999999
решающую,важное,0.708
мужчины,о.,0.508
необычном,обычном,0.0
покладистых,гибких,0.4
дисками,компьютерами,0.254
судов,автомобилей,0.08499999999999999
короткие,длинные,0.0
задач,работ,0.692
величайшее,тяжелейший,0.292
странным,необычной,0.892
отражение,образ,0.631
опасностях,угрозах,0.969
играм,действиям,0.462
яростные,злые,0.746
представляется,решается,0.038
заметный,очевидный,0.6769999999999999
умов,навыков,0.28500000000000003
изучавший,занимавшийся,0.346
класса,коридора,0.146
вино,бренди,0.462
друзьями,наставниками,0.3
отрицании,признании,0.131
приветствовал,встречал,0.7150000000000001
делала,строилась,0.638
вниманием,интересом,0.708
ночью,рассветом,0.10800000000000001
жестком,жестокой,0.377
анатомия,биология,0.438
работодателей,работников,0.193
отвергали,избегали,0.585
создаем,строим,0.692
соглашаемся,отказываем,0.0
покидает,остаётся,0.008
грязное,узкая,0.0
работе,управлении,0.446
ненормальные,необычные,0.592
обсуждался,объясняла,0.577
представлял,решал,0.038
птица,индейка,0.40800000000000003
молекула,атом,0.385
школа,класс,0.369
боб,кофе,0.277
дома,квартиры,0.692
заслуживающие,зарабатывающие,0.446
прощая,забывая,0.554
идущей,входящему,0.41500000000000004
ст,журнале,0.392
слове,литературе,0.331
сыну,о.,0.146
милыми,жестокими,0.0
скорую,скоростную,0.915
узким,широким,0.0
огромным,тупым,0.0
доме,государстве,0.269
руках,шеях,0.062
дерево,бревно,0.592
мужчиной,мужем,0.562
облаках,туманах,0.377
соглашаться,отказывать,0.0
собирающийся,встречающееся,0.708
новейшего,старейшего,0.0
колледжи,профессии,0.262
ненормальная,нормальная,0.0
действовало,происходил,0.4
поглощает,имеет,0.192
умы,навыки,0.28500000000000003
гитара,барабан,0.08499999999999999
ноготь,кисть,0.08499999999999999
странным,необычным,0.892
туп,глуп,0.8539999999999999
яростное,злую,0.746
умножать,складывать,0.292
принимая,прощая,0.508
слушая,подчиняясь,0.5
область,регион,0.908
автомобилем,мостом,0.11499999999999999
ворует,покупается,0.0
устраивал,нуждался,0.023
необычному,обычной,0.0
низом,верхом,0.0
толпами,группами,0.638
докторов,профессоров,0.446
крови,мозге,0.123
узким,широкой,0.0
притворяться,изображать,0.6
взрослого,младенца,0.031
дверь,подвал,0.038
актер,певец,0.562
тяжелом,легкой,0.0
игнорировать,избегать,0.7769999999999999
тратить,копить,0.0
президент,мэр,0.392
достигал,оставался,0.308
забирает,оставляется,0.008
мясо,бекон,0.6
новый,свежий,0.7769999999999999
армия,отряд,0.377
прибывают,покидают,0.0
забывается,узнает,0.0
формуле,журналу,0.008
налогам,доходам,0.223
посылала,получал,0.015
приходил,посещал,0.7849999999999999
трудный,простой,0.0
смерти,трагедии,0.477
задачу,женщину,0.046
скрытных,странных,0.315
облаками,туманами,0.377
платформы,вагона,0.262
мальчика,партнёра,0.1
заметна,очевидно,0.6769999999999999
прекрасные,ужасные,0.0
мужчина,воин,0.592
нос,рот,0.123
завершал,решало,0.13799999999999998
балладами,песнями,0.638
секунда,минута,0.269
понимаются,знают,0.6769999999999999
достигает,завершает,0.662
знать,понимать,0.346
квартира,гостиница,0.323
отражения,образа,0.631
теле,груди,0.362
берёт,доставляет,0.11499999999999999
начинающие,происходящие,0.40800000000000003
посещал,прибывала,0.546
победители,кандидаты,0.192
грязно,узко,0.0
дверях,коридорах,0.06899999999999999
деревья,бумаги,0.28500000000000003
женщину,секретаря,0.154
объясняя,доказывая,0.8230000000000001
секунды,минуты,0.269
