word1,word2,sim
мальчиках,партнерах,0.1
морось,дождь,0.7769999999999999
бровью,глазом,0.223
мускул,кость,0.062
кровать,кушетка,0.8
принимая,прощая,0.508
загрязнениями,президентами,0.031
скрытную,странную,0.315
скрытную,странное,0.315
поговорим,услышим,0.008
мускул,язык,0.16899999999999998
странное,скрытную,0.269
костями,шеями,0.215
тратило,копил,0.0
руками,шеями,0.062
мотели,гостиницы,0.931
странную,скрытную,0.269
прощая,забывая,0.554
износоустойчивость,повязка,0.08499999999999999
рука,мускул,0.154
понимая,прощая,0.5690000000000001
кушетка,бейсбол,0.023
говорите,признаете,0.42300000000000004
пруток,тюрьма,0.008
плохой,безнравственный,0.585
нелегальный,безнравственный,0.162
пытаешься,думаешь,0.038
пруток,клетка,0.008
облаках,туманах,0.377
создателям,изготовителям,0.9460000000000001
грешниками,святыми,0.015
книге,ст.,0.392
тяжелее,полегче,0.0
восхитительное,прекрасного,0.908
проще,полегче,0.7
изучаем,обнаруживаем,0.6
